INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00743,ENG,ENGLAND,292516,62414,58645,58635,57446,51748,3628,21,20,20,20,18,1
I00743,RCF,AIREDALE NHS FOUNDATION TRUST,1005,185,120,255,230,210,*,18,12,25,23,21,*
I00743,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1675,*,220,320,420,700,*,*,13,19,25,42,*
I00743,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3030,455,660,805,565,355,185,15,22,27,19,12,6
I00743,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1625,610,450,275,190,80,15,38,28,17,12,5,1
I00743,R1H,BARTS HEALTH NHS TRUST,3705,895,1525,520,415,255,95,24,41,14,11,7,3
I00743,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2220,375,620,375,410,380,60,17,28,17,18,17,3
I00743,RC1,BEDFORD HOSPITAL NHS TRUST,1330,130,295,230,285,380,10,10,22,17,21,29,1
I00743,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2415,815,635,340,410,205,10,34,26,14,17,8,0
I00743,RMC,BOLTON NHS FOUNDATION TRUST,1725,795,310,185,255,165,10,46,18,11,15,10,1
I00743,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1900,935,495,240,145,80,15,49,26,13,8,4,1
I00743,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2295,230,275,465,600,640,85,10,12,20,26,28,4
I00743,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1620,20,170,210,430,785,*,1,10,13,27,48,*
I00743,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2265,630,490,455,470,210,10,28,22,20,21,9,0
I00743,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2210,80,205,505,640,770,15,4,9,23,29,35,1
I00743,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1615,140,485,480,245,170,95,9,30,30,15,11,6
I00743,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1810,325,420,370,325,330,35,18,23,20,18,18,2
I00743,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1555,255,235,165,280,380,245,16,15,11,18,24,16
I00743,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3125,980,865,440,405,425,10,31,28,14,13,14,0
I00743,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1310,255,365,285,220,170,10,19,28,22,17,13,1
I00743,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1510,225,315,340,330,300,*,15,21,23,22,20,*
I00743,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2865,1030,670,515,470,180,*,36,23,18,16,6,*
I00743,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1110,110,230,370,305,75,20,10,21,33,27,7,2
I00743,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2205,70,340,605,450,730,15,3,15,27,20,33,1
