INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,1,ADMIMETH_1,-1.2918,0.307,17.7014,1,0
I00699,1,ADMIMETH_2,0,,,0,
I00699,1,ADMIMETH_3,0,,,0,
I00699,1,AGE_GROUP_1,-14.23,1939.1184,0.0001,1,0.9941
I00699,1,AGE_GROUP_2,-14.2622,1409.648,0.0001,1,0.9919
I00699,1,AGE_GROUP_3,-14.2425,1471.0558,0.0001,1,0.9923
I00699,1,AGE_GROUP_4,-14.4319,1252.5979,0.0001,1,0.9908
I00699,1,AGE_GROUP_5,-14.7515,838.6159,0.0003,1,0.986
I00699,1,AGE_GROUP_6,-1.701,1.0402,2.6742,1,0.102
I00699,1,AGE_GROUP_7,0,,,0,
I00699,1,AGE_GROUP_8,-0.1938,0.4979,0.1515,1,0.6971
I00699,1,AGE_GROUP_9,0.6605,0.3979,2.7554,1,0.0969
I00699,1,AGE_GROUP_10,-0.0833,0.4984,0.0279,1,0.8672
I00699,1,AGE_GROUP_11,0.8904,0.3752,5.6309,1,0.0176
I00699,1,AGE_GROUP_12,1.2427,0.3661,11.5199,1,0.0007
I00699,1,AGE_GROUP_13,0.8185,0.4037,4.1109,1,0.0426
I00699,1,AGE_GROUP_14,0.9868,0.3988,6.1232,1,0.0133
I00699,1,AGE_GROUP_15,1.6962,0.3665,21.4152,1,0
I00699,1,AGE_GROUP_16,1.9896,0.3515,32.0356,1,0
I00699,1,AGE_GROUP_17,2.0516,0.349,34.5583,1,0
I00699,1,AGE_GROUP_18,2.4023,0.353,46.3058,1,0
I00699,1,AGE_GROUP_19,3.1913,0.3711,73.9623,1,0
I00699,1,AGE_GROUP_20,3.4724,0.4407,62.0984,1,0
I00699,1,AGE_GROUP_21,0,,,0,
I00699,1,CHARLSON_INDEX_1,0,,,0,
I00699,1,CHARLSON_INDEX_2,0.7261,0.191,14.4563,1,0.0001
I00699,1,CHARLSON_INDEX_3,1.151,0.1791,41.3066,1,0
I00699,1,GENDER_1,0,,,0,
I00699,1,GENDER_2,-0.3645,0.144,6.407,1,0.0114
I00699,1,GENDER_3,0,,,0,
I00699,1,Intercept,-4.5382,0.311,212.9999,1,0
I00699,1,YEAR_INDEX_1,0,,,0,
I00699,1,YEAR_INDEX_2,0.148,0.169,0.7677,1,0.3809
I00699,1,YEAR_INDEX_3,0.2203,0.166,1.761,1,0.1845
I00699,2,ADMIMETH_1,-0.4964,0.0385,166.4049,1,0
I00699,2,ADMIMETH_2,0,,,0,
I00699,2,ADMIMETH_3,0,,,0,
I00699,2,AGE_GROUP_1,-4.1821,0.1674,624.4895,1,0
I00699,2,AGE_GROUP_2,-3.8869,0.1806,463.3497,1,0
I00699,2,AGE_GROUP_3,-3.4308,0.2056,278.5517,1,0
I00699,2,AGE_GROUP_4,-2.5566,0.1823,196.6833,1,0
I00699,2,AGE_GROUP_5,-2.9645,0.1708,301.284,1,0
I00699,2,AGE_GROUP_6,-3.0013,0.1507,396.7219,1,0
I00699,2,AGE_GROUP_7,-2.6559,0.1151,532.6136,1,0
I00699,2,AGE_GROUP_8,-2.1386,0.0809,698.9159,1,0
I00699,2,AGE_GROUP_9,-1.9563,0.068,827.9907,1,0
I00699,2,AGE_GROUP_10,-1.56,0.0509,939.6839,1,0
I00699,2,AGE_GROUP_11,-1.3857,0.038,1331.1121,1,0
I00699,2,AGE_GROUP_12,-1.2673,0.0313,1634.5111,1,0
I00699,2,AGE_GROUP_13,-1.0443,0.0261,1606.0008,1,0
I00699,2,AGE_GROUP_14,-0.8943,0.0224,1587.44,1,0
I00699,2,AGE_GROUP_15,-0.6962,0.0189,1359.7498,1,0
I00699,2,AGE_GROUP_16,-0.4955,0.017,854.3696,1,0
I00699,2,AGE_GROUP_17,-0.2642,0.0159,275.1254,1,0
I00699,2,AGE_GROUP_18,0,,,0,
I00699,2,AGE_GROUP_19,0.3502,0.0149,549.5446,1,0
I00699,2,AGE_GROUP_20,0.7253,0.0157,2141.2875,1,0
I00699,2,AGE_GROUP_21,0,,,0,
I00699,2,CHARLSON_INDEX_1,0,,,0,
I00699,2,CHARLSON_INDEX_2,0.0764,0.0193,15.5848,1,0.0001
I00699,2,CHARLSON_INDEX_3,0.6853,0.0137,2515.2584,1,0
I00699,2,GENDER_1,0,,,0,
I00699,2,GENDER_2,0.0381,0.0091,17.5634,1,0
I00699,2,GENDER_3,0,,,0,
I00699,2,Intercept,-1.5953,0.0168,8967.4756,1,0
I00699,2,YEAR_INDEX_1,0,,,0,
I00699,2,YEAR_INDEX_2,0.1335,0.0112,142.8151,1,0
I00699,2,YEAR_INDEX_3,0.1571,0.0118,176.276,1,0
I00699,3,ADMIMETH_1,-0.4671,0.2636,3.1388,1,0.0765
I00699,3,ADMIMETH_2,0,,,0,
I00699,3,ADMIMETH_3,0,,,0,
I00699,3,AGE_GROUP_1,-12.2064,301.8477,0.0016,1,0.9677
I00699,3,AGE_GROUP_2,0,,,0,
I00699,3,AGE_GROUP_3,-1.6517,1.0414,2.5153,1,0.1127
