INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,ENG,"ENGLAND",291036,5113,87008,87576,1.7568,29.8960,30.0911
I00721,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2136,128,1189,1195,5.9925,55.6648,55.9457
I00721,RCF,"AIREDALE NHS FOUNDATION TRUST",1049,0,313,313,0.0000,29.8379,29.8379
I00721,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1754,0,793,793,0.0000,45.2109,45.2109
I00721,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3287,0,839,839,0.0000,25.5248,25.5248
I00721,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1451,0,353,353,0.0000,24.3280,24.3280
I00721,R1H,"BARTS HEALTH NHS TRUST",3711,314,1316,1321,8.4613,35.4621,35.5969
I00721,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2148,384,390,583,17.8771,18.1564,27.1415
I00721,RC1,"BEDFORD HOSPITAL NHS TRUST",1188,0,312,312,0.0000,26.2626,26.2626
I00721,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2388,4,508,509,0.1675,21.2730,21.3149
I00721,RMC,"BOLTON NHS FOUNDATION TRUST",1716,0,488,488,0.0000,28.4382,28.4382
I00721,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1877,0,562,562,0.0000,29.9414,29.9414
I00721,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2454,0,605,605,0.0000,24.6536,24.6536
I00721,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1547,148,662,664,9.5669,42.7925,42.9218
I00721,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",1299,0,416,416,0.0000,32.0246,32.0246
I00721,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2294,0,686,686,0.0000,29.9041,29.9041
I00721,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2197,0,717,717,0.0000,32.6354,32.6354
I00721,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1739,0,485,485,0.0000,27.8896,27.8896
I00721,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1560,22,500,500,1.4103,32.0513,32.0513
I00721,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1860,0,488,488,0.0000,26.2366,26.2366
I00721,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",2097,0,347,347,0.0000,16.5474,16.5474
I00721,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",2313,0,583,583,0.0000,25.2054,25.2054
