INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,R1F,"ISLE OF WIGHT NHS TRUST",1.0027,2,17942,846,843.6997,0.8970,1.1110,0.8917,1.1215
I00699,R1H,"BARTS HEALTH NHS TRUST",0.8893,3,151009,3874,4356.0688,0.9538,1.0477,0.9073,1.1022
I00699,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",0.9224,2,93741,2646,2868.7508,0.9433,1.0590,0.9052,1.1048
I00699,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",0.8022,3,49773,1273,1586.9767,0.9242,1.0800,0.9004,1.1106
I00699,RA3,"WESTON AREA HEALTH NHS TRUST",1.1058,2,17624,1010,913.3585,0.9009,1.1065,0.8931,1.1197
I00699,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1.0394,2,24436,988,950.5184,0.9028,1.1043,0.8937,1.1189
I00699,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",0.9678,2,75220,1761,1819.6041,0.9291,1.0746,0.9017,1.1090
I00699,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",0.8257,3,44121,1921,2326.5887,0.9372,1.0657,0.9038,1.1065
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9711,2,74868,1783,1835.9746,0.9294,1.0742,0.9018,1.1089
I00699,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0976,2,54238,2285,2081.8732,0.9336,1.0696,0.9029,1.1075
I00699,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",0.8525,3,99608,2782,3263.3456,0.9468,1.0553,0.9059,1.1039
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1.0064,2,46361,1481,1471.5559,0.9214,1.0832,0.8996,1.1116
I00699,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",0.9098,2,40028,1041,1144.2288,0.9111,1.0948,0.8965,1.1155
I00699,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",0.9235,2,48757,1267,1371.9321,0.9186,1.0863,0.8988,1.1126
I00699,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",0.9836,2,50314,1641,1668.2768,0.9260,1.0780,0.9009,1.1100
I00699,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1.1245,1,30302,1169,1039.5514,0.9069,1.0996,0.8951,1.1172
I00699,RBK,"WALSALL HEALTHCARE NHS TRUST",1.0786,2,44282,1683,1560.3879,0.9236,1.0807,0.9002,1.1108
I00699,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9804,2,66843,2197,2240.8245,0.9360,1.0670,0.9035,1.1068
I00699,RBN,"ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST",1.0307,2,68820,2253,2185.9006,0.9352,1.0679,0.9033,1.1071
I00699,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",0.9825,2,46382,1457,1482.9415,0.9217,1.0829,0.8997,1.1115
I00699,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",0.9604,2,28840,1259,1310.9795,0.9168,1.0883,0.8982,1.1133
I00699,RC1,"BEDFORD HOSPITAL NHS TRUST",0.9846,2,30801,1155,1173.1085,0.9122,1.0935,0.8968,1.1151
I00699,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0738,2,66268,1686,1570.0954,0.9238,1.0805,0.9003,1.1108
I00699,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9948,2,80660,3182,3198.6673,0.9463,1.0559,0.9058,1.1040
I00699,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",0.9572,2,25764,961,1003.9849,0.9053,1.1014,0.8946,1.1179
I00699,RCF,"AIREDALE NHS FOUNDATION TRUST",0.9462,2,34377,1068,1128.7562,0.9105,1.0954,0.8963,1.1157
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0.8833,3,42024,1479,1674.3884,0.9262,1.0778,0.9009,1.1099
I00699,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0.9697,2,53807,2001,2063.5098,0.9334,1.0699,0.9028,1.1076
I00699,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",0.9471,2,47293,1577,1665.1669,0.9260,1.0781,0.9009,1.1100
I00699,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0347,2,38495,1231,1189.6662,0.9128,1.0929,0.8970,1.1148
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.9289,2,54189,2080,2239.2708,0.9360,1.0670,0.9035,1.1068
I00699,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",1.0676,2,52999,2235,2093.5570,0.9338,1.0694,0.9030,1.1075
I00699,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",0.9257,2,117601,3413,3686.9959,0.9499,1.0519,0.9065,1.1031
I00699,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",1.0207,2,43566,2161,2117.1513,0.9342,1.0690,0.9030,1.1074
I00699,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1.1479,1,22249,1155,1006.1652,0.9054,1.1013,0.8946,1.1178
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",1.0776,2,65471,2345,2176.1124,0.9351,1.0680,0.9033,1.1071
I00699,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",0.9990,2,47913,1967,1969.0648,0.9318,1.0716,0.9024,1.1081
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0.9645,2,75451,2999,3109.2724,0.9455,1.0567,0.9056,1.1042
I00699,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",0.9868,2,42167,1444,1463.2647,0.9212,1.0834,0.8995,1.1117
I00699,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1.1164,1,42010,1597,1430.4965,0.9203,1.0844,0.8993,1.1120
I00699,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",0.9450,2,48423,1800,1904.7579,0.9307,1.0728,0.9021,1.1085
I00699,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",1.0392,2,52581,1935,1862.0976,0.9299,1.0737,0.9019,1.1087
I00699,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.0974,2,29702,1488,1355.9764,0.9182,1.0868,0.8986,1.1128
I00699,RGQ,"IPSWICH HOSPITAL NHS TRUST",0.9776,2,52019,1979,2024.3503,0.9327,1.0706,0.9027,1.1078
I00699,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",0.9349,2,34390,1461,1562.8001,0.9236,1.0807,0.9002,1.1108
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.9110,2,76754,2367,2598.1127,0.9405,1.0621,0.9045,1.1055
I00699,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",0.9527,2,62643,1956,2053.1222,0.9332,1.0701,0.9028,1.1077
I00699,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",0.9672,2,93040,2790,2884.6093,0.9434,1.0589,0.9052,1.1047
I00699,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9298,2,111165,3594,3865.3597,0.9510,1.0507,0.9068,1.1028
I00699,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",1.0545,2,84273,3066,2907.6584,0.9437,1.0586,0.9053,1.1047
I00699,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",0.9999,2,67029,2035,2035.2104,0.9329,1.0704,0.9027,1.1078
I00699,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",0.7529,3,84592,1406,1867.4431,0.9300,1.0736,0.9020,1.1087
I00699,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",0.9778,2,88495,2336,2389.1224,0.9380,1.0648,0.9040,1.1062
I00699,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1.1040,2,44537,1312,1188.3613,0.9127,1.0929,0.8970,1.1148
I00699,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.9005,3,80167,2130,2365.4725,0.9377,1.0652,0.9039,1.1063
I00699,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1.0366,2,31003,1149,1108.3812,0.9097,1.0963,0.8960,1.1160
I00699,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",1.0528,2,122444,4419,4197.5041,0.9530,1.0486,0.9071,1.1024
