INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01963,ENG,ENGLAND,70741,9323680,0.8
I01963,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,75,63525,0.1
I01963,RCF,AIREDALE NHS FOUNDATION TRUST,*,33300,*
I01963,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,15,43445,0
I01963,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",40,84475,0
I01963,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,*,46990,*
I01963,R1H,BARTS HEALTH NHS TRUST,620,175375,0.4
I01963,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,79355,0.1
I01963,RC1,BEDFORD HOSPITAL NHS TRUST,0,36610,0
I01963,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,50,54550,0.1
I01963,RMC,BOLTON NHS FOUNDATION TRUST,265,60760,0.4
I01963,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,3345,97575,3.4
I01963,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,35,69285,0.1
I01963,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,685,64670,1.1
I01963,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15,71120,0
I01963,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,40,76485,0.1
I01963,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,505,95885,0.5
I01963,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,10,51640,0
I01963,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,45,48155,0.1
I01963,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,0,82305,0
I01963,RJ6,CROYDON HEALTH SERVICES NHS TRUST,90,37115,0.2
I01963,RN7,DARTFORD AND GRAVESHAM NHS TRUST,230,57100,0.4
I01963,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,25,73655,0
I01963,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,25,29345,0.1
I01963,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,*,67400,*
I01963,RJN,EAST CHESHIRE NHS TRUST,0,19600,0
I01963,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,395,109435,0.4
I01963,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,105,85580,0.1
I01963,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,185,110495,0.2
I01963,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,26150,63275,41.3
I01963,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,20,64220,0
I01963,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,170,130080,0.1
I01963,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,25,32855,0.1
I01963,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,135,24250,0.6
I01963,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,625,91265,0.7
I01963,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,40,63280,0.1
I01963,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,130,95290,0.1
I01963,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10,65995,0
I01963,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,15,27515,0.1
I01963,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,35,45620,0.1
I01963,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10,85195,0
I01963,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,460,109555,0.4
I01963,R1F,ISLE OF WIGHT NHS TRUST,60,17810,0.3
I01963,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,85,33740,0.3
I01963,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,25,52575,0
I01963,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,295,114220,0.3
I01963,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,85,59705,0.1
I01963,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,90,79655,0.1
I01963,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,0,123365,0
I01963,RJ2,LEWISHAM AND GREENWICH NHS TRUST,590,91820,0.6
I01963,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,325,105870,0.3
I01963,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,*,82380,*
I01963,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,25,76835,0
I01963,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,100,177745,0.1
I01963,RPA,MEDWAY NHS FOUNDATION TRUST,60,55545,0.1
I01963,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,90,51555,0.2
I01963,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,110,55560,0.2
I01963,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,495,93905,0.5
I01963,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7505,48755,15.4
I01963,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,150,90290,0.2
I01963,RVJ,NORTH BRISTOL NHS TRUST,345,90795,0.4
I01963,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,*,46440,*
I01963,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,25,49300,0.1
I01963,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,*,60325,*
I01963,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15,82890,0
I01963,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,260,75670,0.3
I01963,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,260,30780,0.8
I01963,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,25,59265,0
I01963,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,30,77800,0
I01963,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,255,138010,0.2
I01963,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0,119000,0
I01963,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,385,130495,0.3
I01963,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,*,51320,*
I01963,RHU,PORTSMOUTH HOSPITALS NHS TRUST,1260,83440,1.5
I01963,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,510,68840,0.7
I01963,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,470,72160,0.7
I01963,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,90,62685,0.1
I01963,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,7705,108935,7.1
I01963,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,80,50880,0.2
