INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,"ENGLAND",8825694,7411,129350,130448,0.0840,1.4656,1.4780
I00720,R1F,"ISLE OF WIGHT NHS TRUST",17398,0,489,489,0.0000,2.8107,2.8107
I00720,R1H,"BARTS HEALTH NHS TRUST",155683,345,1467,1498,0.2216,0.9423,0.9622
I00720,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",91789,0,1191,1191,0.0000,1.2975,1.2975
I00720,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",45616,56,945,947,0.1228,2.0716,2.0760
I00720,RA3,"WESTON AREA HEALTH NHS TRUST",17464,0,561,561,0.0000,3.2123,3.2123
I00720,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",25540,0,513,513,0.0000,2.0086,2.0086
I00720,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",76425,45,692,723,0.0589,0.9055,0.9460
I00720,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",47578,2,676,676,0.0042,1.4208,1.4208
I00720,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",74920,0,558,558,0.0000,0.7448,0.7448
I00720,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",53540,121,943,973,0.2260,1.7613,1.8173
I00720,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",91508,3,1084,1084,0.0033,1.1846,1.1846
I00720,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",48782,0,632,632,0.0000,1.2956,1.2956
I00720,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",40935,0,439,439,0.0000,1.0724,1.0724
I00720,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",52859,0,508,508,0.0000,0.9610,0.9610
I00720,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",54226,0,504,504,0.0000,0.9294,0.9294
I00720,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",31280,0,455,455,0.0000,1.4546,1.4546
I00720,RBK,"WALSALL HEALTHCARE NHS TRUST",45937,0,839,839,0.0000,1.8264,1.8264
I00720,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",66813,0,1038,1038,0.0000,1.5536,1.5536
I00720,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",68656,0,969,969,0.0000,1.4114,1.4114
I00720,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",49946,0,380,380,0.0000,0.7608,0.7608
I00720,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",28398,0,735,735,0.0000,2.5882,2.5882
I00720,RC1,"BEDFORD HOSPITAL NHS TRUST",32562,0,492,492,0.0000,1.5110,1.5110
I00720,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",70304,0,469,469,0.0000,0.6671,0.6671
I00720,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",83581,0,1185,1185,0.0000,1.4178,1.4178
I00720,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",26211,0,288,288,0.0000,1.0988,1.0988
I00720,RCF,"AIREDALE NHS FOUNDATION TRUST",35257,0,462,462,0.0000,1.3104,1.3104
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",43725,2,321,321,0.0046,0.7341,0.7341
I00720,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",55337,0,763,763,0.0000,1.3788,1.3788
I00720,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",49586,317,713,745,0.6393,1.4379,1.5024
I00720,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",40769,0,777,777,0.0000,1.9059,1.9059
I00720,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",54202,906,840,1280,1.6715,1.5498,2.3615
I00720,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",57277,0,859,859,0.0000,1.4997,1.4997
I00720,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",121485,25,2489,2493,0.0206,2.0488,2.0521
