INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,ENG,"ENGLAND",282723,4691,80246,80684,1.6592,28.3833,28.5382
I00721,R1F,"ISLE OF WIGHT NHS TRUST",819,0,298,298,0.0000,36.3858,36.3858
I00721,R1H,"BARTS HEALTH NHS TRUST",3760,266,939,942,7.0745,24.9734,25.0532
I00721,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",2444,0,681,681,0.0000,27.8642,27.8642
I00721,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1286,49,664,666,3.8103,51.6330,51.7885
I00721,RA3,"WESTON AREA HEALTH NHS TRUST",1028,0,315,315,0.0000,30.6420,30.6420
I00721,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",947,0,318,318,0.0000,33.5797,33.5797
I00721,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1734,41,385,414,2.3645,22.2030,23.8754
I00721,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1788,2,390,390,0.1119,21.8121,21.8121
I00721,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1787,0,360,360,0.0000,20.1455,20.1455
I00721,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2239,67,539,548,2.9924,24.0732,24.4752
I00721,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2806,1,669,669,0.0356,23.8418,23.8418
I00721,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1343,0,339,339,0.0000,25.2420,25.2420
I00721,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",976,0,281,281,0.0000,28.7910,28.7910
