INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00743,R1F,"ISLE OF WIGHT NHS TRUST",846,56,260,355,142,*,*,6.6194,30.7329,41.9622,16.7849,*,*
I00743,R1H,"BARTS HEALTH NHS TRUST",3874,2089,813,413,265,228,66,53.9236,20.9861,10.6608,6.8405,5.8854,1.7037
I00743,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",2646,382,869,838,336,203,18,14.4369,32.8420,31.6704,12.6984,7.6720,0.6803
I00743,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1273,*,53,135,333,743,*,*,4.1634,10.6049,26.1587,58.3661,*
I00743,RA3,"WESTON AREA HEALTH NHS TRUST",1010,181,159,233,318,*,*,17.9208,15.7426,23.0693,31.4851,*,*
I00743,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",988,18,91,330,425,115,9,1.8219,9.2105,33.4008,43.0162,11.6397,0.9109
I00743,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1761,357,399,268,344,374,19,20.2726,22.6576,15.2186,19.5344,21.2379,1.0789
I00743,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1921,213,565,589,429,116,9,11.0880,29.4118,30.6611,22.3321,6.0385,0.4685
I00743,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1783,826,387,322,162,80,6,46.3264,21.7050,18.0595,9.0858,4.4868,0.3365
I00743,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2285,361,363,533,470,552,6,15.7987,15.8862,23.3260,20.5689,24.1575,0.2626
I00743,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2782,327,543,812,720,336,44,11.7541,19.5183,29.1876,25.8807,12.0776,1.5816
I00743,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1481,617,407,207,176,63,11,41.6610,27.4814,13.9770,11.8839,4.2539,0.7427
I00743,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",1041,71,367,266,188,136,13,6.8204,35.2546,25.5524,18.0596,13.0644,1.2488
I00743,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1267,31,148,227,395,455,11,2.4467,11.6811,17.9163,31.1760,35.9116,0.8682
I00743,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1641,*,419,574,303,230,*,*,25.5332,34.9787,18.4644,14.0158,*
I00743,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1169,118,236,426,310,*,*,10.0941,20.1882,36.4414,26.5184,*,*
I00743,RBK,"WALSALL HEALTHCARE NHS TRUST",1683,770,390,235,173,105,10,45.7516,23.1729,13.9632,10.2793,6.2389,0.5942
I00743,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2197,678,405,313,383,379,39,30.8603,18.4342,14.2467,17.4329,17.2508,1.7751
I00743,RBN,"ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST",2253,1024,422,416,222,156,13,45.4505,18.7306,18.4643,9.8535,6.9241,0.5770
I00743,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1457,*,290,263,275,432,*,*,19.9039,18.0508,18.8744,29.6500,*
I00743,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1259,75,306,508,313,57,0,5.9571,24.3050,40.3495,24.8610,4.5274,0.0000
I00743,RC1,"BEDFORD HOSPITAL NHS TRUST",1155,*,283,191,249,342,*,*,24.5022,16.5368,21.5584,29.6104,*
I00743,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1686,*,415,343,340,361,*,*,24.6145,20.3440,20.1661,21.4116,*
I00743,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3182,355,563,726,730,801,7,11.1565,17.6933,22.8158,22.9415,25.1728,0.2200
I00743,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",961,*,46,206,289,396,*,*,4.7867,21.4360,30.0728,41.2071,*
I00743,RCF,"AIREDALE NHS FOUNDATION TRUST",1068,171,*,236,316,211,*,16.0112,*,22.0974,29.5880,19.7566,*
