INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",0.9351,2,62600,2005,2140.0000,0.9346,1.0686,0.8878,1.1263
I00699,RCF,"AIREDALE NHS FOUNDATION TRUST",0.9233,2,33230,1000,1080.0000,0.9087,1.0976,0.8815,1.1344
I00699,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1.0031,2,41810,1670,1665.0000,0.9259,1.0781,0.8859,1.1288
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0.9638,2,85575,2930,3040.0000,0.9449,1.0573,0.8898,1.1238
I00699,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",0.9930,2,45885,1565,1575.0000,0.9239,1.0803,0.8855,1.1294
I00699,R1H,"BARTS HEALTH NHS TRUST",0.9058,2,175470,3695,4080.0000,0.9523,1.0493,0.8911,1.1223
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.0036,2,79520,2120,2115.0000,0.9341,1.0691,0.8877,1.1265
I00699,RC1,"BEDFORD HOSPITAL NHS TRUST",1.1321,2,36495,1270,1120.0000,0.9102,1.0958,0.8819,1.1339
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",1.1525,1,54465,2345,2035.0000,0.9329,1.0704,0.8875,1.1268
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",1.1629,1,60800,1740,1495.0000,0.9220,1.0825,0.8850,1.1300
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9199,2,97625,1885,2050.0000,0.9332,1.0701,0.8875,1.1267
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",0.9998,2,68980,2320,2320.0000,0.9371,1.0658,0.8884,1.1257
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1.0036,2,63735,1600,1595.0000,0.9244,1.0798,0.8856,1.1292
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",1.0041,2,71195,2315,2305.0000,0.9369,1.0661,0.8883,1.1257
