INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01965,ENG,"ENGLAND",3.7759,19
I01965,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.9616,19
I01965,RCF,"AIREDALE NHS FOUNDATION TRUST",4.1420,13
I01965,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",3.1627,11
I01965,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3.8442,13
I01965,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",3.0092,19
I01965,R1H,"BARTS HEALTH NHS TRUST",4.1609,19
I01965,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.1757,13
I01965,RC1,"BEDFORD HOSPITAL NHS TRUST",3.4385,19
I01965,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",4.9417,13
I01965,RMC,"BOLTON NHS FOUNDATION TRUST",4.7235,19
I01965,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",2.8602,15
I01965,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",3.5795,13
I01965,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",3.7615,19
I01965,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",3.2184,13
I01965,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.6505,15
I01965,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.6086,19
I01965,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.5518,12
I01965,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",3.7926,19
I01965,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",3.1937,19
I01965,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",3.3020,12
I01965,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",4.4379,19
I01965,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",2.9076,12
I01965,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",2.9204,13
I01965,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",3.3645,15
I01965,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1.9888,15
I01965,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3.5162,9
I01965,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",3.5454,19
