INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,ENG,"ENGLAND",284326,202181,82145,71.1089,28.8911
I00733,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2056,1458,598,70.9144,29.0856
I00733,RCF,"AIREDALE NHS FOUNDATION TRUST",995,656,339,65.9296,34.0704
I00733,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1637,1151,486,70.3115,29.6885
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3184,2382,802,74.8116,25.1884
I00733,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1482,980,502,66.1269,33.8731
I00733,R1H,"BARTS HEALTH NHS TRUST",3753,3001,752,79.9627,20.0373
I00733,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2036,1559,477,76.5717,23.4283
I00733,RC1,"BEDFORD HOSPITAL NHS TRUST",1218,858,360,70.4433,29.5567
I00733,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2360,1699,661,71.9915,28.0085
I00733,RMC,"BOLTON NHS FOUNDATION TRUST",1692,1190,502,70.3310,29.6690
I00733,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1832,1218,614,66.4847,33.5153
I00733,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2351,1628,723,69.2471,30.7529
I00733,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1507,1129,378,74.9171,25.0829
I00733,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",1354,1016,338,75.0369,24.9631
I00733,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2346,1595,751,67.9881,32.0119
I00733,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2150,1441,709,67.0233,32.9767
I00733,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1715,1348,367,78.6006,21.3994
I00733,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1548,1187,361,76.6796,23.3204
I00733,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1727,1170,557,67.7475,32.2525
I00733,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",2004,1526,478,76.1477,23.8523
I00733,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",2247,1582,665,70.4050,29.5950
I00733,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1497,1074,423,71.7435,28.2565
I00733,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3063,2110,953,68.8867,31.1133
I00733,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1248,975,273,78.1250,21.8750
I00733,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1474,1013,461,68.7246,31.2754
I00733,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3192,2302,890,72.1178,27.8822
I00733,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",2777,1879,898,67.6629,32.3371
I00733,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1169,760,409,65.0128,34.9872
I00733,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2337,1606,731,68.7206,31.2794
I00733,RJN,"EAST CHESHIRE NHS TRUST",937,616,321,65.7417,34.2583
I00733,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",3991,2625,1366,65.7730,34.2270
I00733,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2578,1866,712,72.3817,27.6183
I00733,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2570,1797,773,69.9222,30.0778
I00733,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1925,1397,528,72.5714,27.4286
I00733,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3536,2630,906,74.3778,25.6222
I00733,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1440,982,458,68.1944,31.8056
I00733,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1056,758,298,71.7803,28.2197
I00733,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",2977,1930,1047,64.8304,35.1696
I00733,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1835,1341,494,73.0790,26.9210
I00733,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1532,1111,421,72.5196,27.4804
I00733,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1934,1448,486,74.8707,25.1293
I00733,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",935,654,281,69.9465,30.0535
I00733,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",4514,3280,1234,72.6628,27.3372
I00733,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",814,527,287,64.7420,35.2580
I00733,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",555,430,125,77.4775,22.5225
I00733,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3391,2246,1145,66.2341,33.7659
I00733,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2310,1741,569,75.3680,24.6320
I00733,RGQ,"IPSWICH HOSPITAL NHS TRUST",1899,1280,619,67.4039,32.5961
I00733,R1F,"ISLE OF WIGHT NHS TRUST",830,539,291,64.9398,35.0602
I00733,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1500,1099,401,73.2667,26.7333
I00733,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1565,1115,450,71.2460,28.7540
