INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,"ENGLAND",8865155,7484,133040,134228,0.0844,1.5007,1.5141
I00720,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",48110,73,1675,1677,0.1517,3.4816,3.4858
I00720,RCF,"AIREDALE NHS FOUNDATION TRUST",34704,0,478,478,0.0000,1.3774,1.3774
I00720,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",41008,0,1076,1076,0.0000,2.6239,2.6239
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",84025,0,1306,1306,0.0000,1.5543,1.5543
I00720,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",42754,0,533,533,0.0000,1.2467,1.2467
I00720,R1H,"BARTS HEALTH NHS TRUST",155810,359,1637,1668,0.2304,1.0506,1.0705
I00720,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",54390,972,840,1349,1.7871,1.5444,2.4802
I00720,RC1,"BEDFORD HOSPITAL NHS TRUST",32967,0,496,496,0.0000,1.5045,1.5045
I00720,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",56960,6,785,786,0.0105,1.3782,1.3799
I00720,RMC,"BOLTON NHS FOUNDATION TRUST",64883,1,810,811,0.0015,1.2484,1.2499
I00720,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",75180,0,637,637,0.0000,0.8473,0.8473
I00720,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",70469,0,939,939,0.0000,1.3325,1.3325
I00720,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",58084,293,978,1003,0.5044,1.6838,1.7268
I00720,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",41941,0,588,588,0.0000,1.4020,1.4020
I00720,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",68899,0,977,977,0.0000,1.4180,1.4180
I00720,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",81197,0,1283,1283,0.0000,1.5801,1.5801
I00720,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",103941,0,920,920,0.0000,0.8851,0.8851
I00720,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",88535,39,797,807,0.0441,0.9002,0.9115
I00720,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",48882,0,894,894,0.0000,1.8289,1.8289
I00720,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",57057,0,813,813,0.0000,1.4249,1.4249
I00720,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",57572,0,863,863,0.0000,1.4990,1.4990
I00720,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",47961,1,890,890,0.0021,1.8557,1.8557
I00720,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",82292,0,1277,1277,0.0000,1.5518,1.5518
I00720,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",45040,0,724,724,0.0000,1.6075,1.6075
I00720,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",57956,0,974,974,0.0000,1.6806,1.6806
I00720,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",87715,442,1015,1086,0.5039,1.1572,1.2381
I00720,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",77052,0,1623,1623,0.0000,2.1064,2.1064
I00720,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",31678,0,537,537,0.0000,1.6952,1.6952
I00720,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",68652,280,1733,1733,0.4079,2.5243,2.5243
I00720,RJN,"EAST CHESHIRE NHS TRUST",20517,0,247,247,0.0000,1.2039,1.2039
I00720,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",110263,0,1512,1512,0.0000,1.3713,1.3713
I00720,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",80556,2,1152,1154,0.0025,1.4301,1.4325
I00720,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",53716,0,785,785,0.0000,1.4614,1.4614
I00720,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",60646,2,1297,1298,0.0033,2.1386,2.1403
