INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01966,ENG,"ENGLAND",4.0732,19
I01966,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.6526,19
I01966,RCF,"AIREDALE NHS FOUNDATION TRUST",3.9256,13
I01966,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",4.5144,11
I01966,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",4.3334,13
I01966,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",3.7000,19
I01966,R1H,"BARTS HEALTH NHS TRUST",3.9832,19
I01966,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.0741,13
I01966,RC1,"BEDFORD HOSPITAL NHS TRUST",3.9032,19
I01966,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",4.8476,13
I01966,RMC,"BOLTON NHS FOUNDATION TRUST",4.2885,19
I01966,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",3.1567,15
I01966,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",3.9262,13
I01966,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",3.3129,19
I01966,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",3.0047,13
I01966,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.3668,15
I01966,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.0166,19
I01966,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.0312,12
I01966,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",3.8265,19
I01966,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",3.8183,19
I01966,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",3.9352,12
I01966,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",5.2779,19
I01966,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",2.7361,12
I01966,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3.5795,13
I01966,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",3.8204,15
I01966,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",2.8249,15
I01966,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3.8085,9
I01966,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",4.1161,19
I01966,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.3444,13
I01966,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",3.7865,19
