INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01965,ENG,"ENGLAND",3.6925,19
I01965,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.8496,19
I01965,RCF,"AIREDALE NHS FOUNDATION TRUST",4.1357,13
I01965,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",3.1181,11
I01965,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3.8003,13
I01965,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",2.9058,19
I01965,R1H,"BARTS HEALTH NHS TRUST",3.8959,19
I01965,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.1270,13
I01965,RC1,"BEDFORD HOSPITAL NHS TRUST",3.5968,19
I01965,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",4.9625,13
I01965,RMC,"BOLTON NHS FOUNDATION TRUST",4.6975,19
I01965,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",2.7483,15
I01965,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",3.5340,13
I01965,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",3.8766,18
I01965,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",3.0762,13
I01965,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.5594,15
I01965,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2.9176,19
I01965,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.5952,12
I01965,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",3.7706,19
I01965,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",3.0100,19
I01965,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",3.3223,12
I01965,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",4.3033,19
I01965,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",2.9513,12
I01965,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",2.9348,13
I01965,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",3.2288,15
I01965,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1.9001,15
I01965,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3.3705,9
I01965,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",3.4325,19
I01965,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.3236,13
I01965,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",3.3177,19
I01965,RJN,"EAST CHESHIRE NHS TRUST",3.1941,12
I01965,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",2.6289,13
I01965,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",4.2051,13
I01965,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",3.1705,12
I01965,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",3.9596,19
I01965,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",2.7199,19
I01965,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",3.4266,13
I01965,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",3.2487,11
I01965,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3.0030,12
I01965,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",3.0951,13
I01965,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",4.2220,13
I01965,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",3.0605,15
I01965,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",3.4723,12
I01965,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",1.9879,19
I01965,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.0597,19
I01965,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3.6946,19
I01965,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",4.1086,19
I01965,RGQ,"IPSWICH HOSPITAL NHS TRUST",3.1277,13
I01965,R1F,"ISLE OF WIGHT NHS TRUST",4.5280,13
I01965,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2.8679,12
I01965,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",3.2262,13
I01965,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",4.1917,19
I01965,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",2.8573,19
I01965,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",4.4767,12
I01965,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",3.5912,19
I01965,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2.4571,13
I01965,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",3.6445,12
I01965,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2.6512,13
I01965,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",3.5813,19
I01965,RPA,"MEDWAY NHS FOUNDATION TRUST",3.8476,19
I01965,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",4.4720,12
I01965,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",3.3823,13
I01965,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",4.1509,13
I01965,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.0704,14
I01965,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.0366,13
I01965,RVJ,"NORTH BRISTOL NHS TRUST",4.3997,19
I01965,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",3.7957,13
I01965,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",3.9262,19
I01965,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",3.7932,19
I01965,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",2.8069,19
I01965,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",4.2550,13
I01965,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",3.0420,12
I01965,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",3.5942,19
I01965,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",4.0760,19
I01965,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4.9203,19
I01965,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.7992,12
I01965,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",4.3024,13
I01965,RK9,"PLYMOUTH HOSPITALS NHS TRUST",5.4771,19
I01965,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",3.1504,13
I01965,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3.5409,13
I01965,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2.4090,12
I01965,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",4.9575,12
I01965,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",2.8993,13
I01965,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",3.7856,19
I01965,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",3.4759,19
I01965,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",3.3208,13
I01965,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",3.3052,13
I01965,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",4.5483,13
I01965,RNZ,"SALISBURY NHS FOUNDATION TRUST",3.3073,19
I01965,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",4.0969,14
I01965,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3.5809,19
I01965,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",4.0015,13
I01965,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",4.1057,19
I01965,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",3.6080,13
I01965,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",4.2473,12
I01965,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",3.5926,11
I01965,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.5156,19
