INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,ENG,ENGLAND,272740,183250,89490,67,33
I00733,RCF,AIREDALE NHS FOUNDATION TRUST,935,550,385,59,41
I00733,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1540,1040,500,68,32
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2745,1910,835,70,30
I00733,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1515,945,570,62,38
I00733,R1H,BARTS HEALTH NHS TRUST,3320,2555,765,77,23
I00733,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,2745,1760,985,64,36
I00733,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2220,1455,765,66,34
I00733,RMC,BOLTON NHS FOUNDATION TRUST,1525,1040,485,68,32
I00733,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1715,1090,620,64,36
I00733,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2130,1470,660,69,31
I00733,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1620,1160,460,72,28
I00733,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2195,1415,780,64,36
I00733,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2105,1315,790,62,38
I00733,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1545,1100,445,71,29
I00733,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1645,1130,520,69,32
I00733,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1380,970,410,70,30
I00733,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2880,1795,1090,62,38
I00733,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1185,865,325,73,27
I00733,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1405,965,440,69,31
I00733,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2630,1750,880,67,33
I00733,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1085,705,380,65,35
I00733,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2065,1255,815,61,39
I00733,RJN,EAST CHESHIRE NHS TRUST,865,565,300,65,35
I00733,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3710,2280,1430,61,39
I00733,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2615,1815,800,69,31
I00733,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,4075,2585,1490,63,37
I00733,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2465,1570,895,64,36
I00733,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1630,1095,535,67,33
I00733,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,3440,2295,1145,67,33
I00733,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1395,1025,370,73,27
I00733,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1045,685,360,66,34
I00733,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2800,1720,1080,61,39
I00733,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1735,1200,535,69,31
I00733,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1350,915,435,68,32
I00733,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2080,1475,605,71,29
I00733,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,865,565,300,65,35
I00733,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,510,360,150,71,29
I00733,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,3230,2170,1060,67,33
I00733,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2015,1420,600,70,30
I00733,R1F,ISLE OF WIGHT NHS TRUST,855,515,345,60,40
I00733,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1505,1035,470,69,31
I00733,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1575,1105,470,70,30
I00733,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2825,2025,800,72,28
I00733,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1075,680,390,63,36
I00733,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2270,1585,685,70,30
I00733,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3760,2630,1130,70,30
I00733,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2270,1635,640,72,28
I00733,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3840,2180,1660,57,43
I00733,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2340,1715,625,73,27
I00733,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2255,1390,860,62,38
I00733,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,3175,2390,785,75,25
I00733,RPA,MEDWAY NHS FOUNDATION TRUST,1770,1200,570,68,32
I00733,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,5980,3945,2035,66,34
I00733,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1445,960,485,66,34
I00733,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2785,1815,970,65,35
I00733,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1260,830,430,66,34
I00733,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3485,2230,1260,64,36
I00733,RVJ,NORTH BRISTOL NHS TRUST,2160,1580,580,73,27
I00733,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,1810,1285,520,71,29
I00733,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1215,880,335,72,28
I00733,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1880,1260,620,67,33
I00733,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2840,1895,945,67,33
I00733,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1985,1365,620,69,31
I00733,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,920,555,365,60,40
I00733,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2285,1380,905,60,40
I00733,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3060,2265,795,74,26
I00733,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4210,3175,1035,75,25
I00733,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2995,2085,910,70,30
I00733,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3665,2355,1315,64,36
I00733,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1485,1040,445,70,30
I00733,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,2975,1955,1020,66,34
I00733,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1960,1380,580,70,30
I00733,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2145,1310,835,61,39
I00733,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,2190,1475,715,67,33
I00733,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2465,1675,790,68,32
I00733,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1180,745,435,63,37
I00733,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1895,1255,640,66,34
I00733,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1585,1155,435,73,27
I00733,RNZ,SALISBURY NHS FOUNDATION TRUST,970,700,270,72,28
I00733,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2020,1445,575,72,28
I00733,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3390,2405,985,71,29
I00733,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1960,1240,725,63,37
I00733,RH5,SOMERSET NHS FOUNDATION TRUST,1955,1345,610,69,31
I00733,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2520,1715,805,68,32
I00733,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,3080,2255,825,73,27
I00733,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1130,700,435,62,38
I00733,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1310,795,515,61,39
I00733,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1765,1305,455,74,26
I00733,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,2310,1625,685,70,30
I00733,RWJ,STOCKPORT NHS FOUNDATION TRUST,1665,1150,515,69,31
I00733,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1770,1215,555,69,31
I00733,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1275,860,410,67,32
I00733,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2285,1560,725,68,32
I00733,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,985,705,280,72,28
I00733,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2500,1765,740,71,30
I00733,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1480,1040,440,70,30
I00733,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1605,1055,550,66,34
I00733,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1415,930,485,66,34
I00733,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1995,1465,525,73,26
I00733,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2425,1685,740,69,31
I00733,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2625,1550,1075,59,41
I00733,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,1645,1120,525,68,32
I00733,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3480,2115,1370,61,39
I00733,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1180,810,370,69,31
I00733,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2415,1645,770,68,32
I00733,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,6795,4390,2405,65,35
I00733,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,2390,1745,650,73,27
I00733,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2775,1820,955,66,34
I00733,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,4305,3065,1240,71,29
I00733,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4285,2650,1630,62,38
I00733,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1775,1100,675,62,38
I00733,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,4140,2855,1285,69,31
I00733,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2405,1560,845,65,35
I00733,RBK,WALSALL HEALTHCARE NHS TRUST,1475,945,530,64,36
I00733,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,1305,910,390,70,30
I00733,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1955,1320,630,68,32
I00733,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1460,910,555,62,38
I00733,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,3010,1975,1030,66,34
I00733,RKE,WHITTINGTON HEALTH NHS TRUST,535,385,150,72,28
I00733,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2085,1450,635,70,30
