INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,ENG,"ENGLAND",293623,5363,89539,90140,1.8265,30.4945,30.6992
I00721,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2114,165,1141,1160,7.8051,53.9735,54.8723
I00721,RCF,"AIREDALE NHS FOUNDATION TRUST",1052,0,302,302,0.0000,28.7072,28.7072
I00721,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1839,0,827,827,0.0000,44.9701,44.9701
I00721,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3327,0,971,971,0.0000,29.1855,29.1855
I00721,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1495,0,361,361,0.0000,24.1472,24.1472
I00721,R1H,"BARTS HEALTH NHS TRUST",3756,341,1443,1447,9.0788,38.4185,38.5250
I00721,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2225,427,433,650,19.1910,19.4607,29.2135
I00721,RC1,"BEDFORD HOSPITAL NHS TRUST",1209,0,314,314,0.0000,25.9719,25.9719
I00721,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2437,7,533,535,0.2872,21.8712,21.9532
I00721,RMC,"BOLTON NHS FOUNDATION TRUST",1792,0,523,523,0.0000,29.1853,29.1853
I00721,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1850,0,581,581,0.0000,31.4054,31.4054
I00721,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2491,1,568,568,0.0401,22.8021,22.8021
I00721,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1555,147,686,688,9.4534,44.1158,44.2444
I00721,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",1301,0,404,404,0.0000,31.0530,31.0530
I00721,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2355,0,731,731,0.0000,31.0403,31.0403
I00721,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2320,0,759,759,0.0000,32.7155,32.7155
I00721,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1752,0,549,549,0.0000,31.3356,31.3356
I00721,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1613,24,592,592,1.4879,36.7018,36.7018
I00721,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1938,0,487,487,0.0000,25.1290,25.1290
I00721,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",2133,0,342,342,0.0000,16.0338,16.0338
