INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,"ENGLAND",8908215,8330,143659,145008,0.0935,1.6127,1.6278
I00720,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",47557,252,1799,1828,0.5299,3.7828,3.8438
I00720,RCF,"AIREDALE NHS FOUNDATION TRUST",34885,0,508,508,0.0000,1.4562,1.4562
I00720,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",42579,0,1184,1184,0.0000,2.7807,2.7807
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",83703,0,1481,1481,0.0000,1.7694,1.7694
I00720,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",41484,0,671,671,0.0000,1.6175,1.6175
I00720,R1H,"BARTS HEALTH NHS TRUST",155546,425,2411,2430,0.2732,1.5500,1.5622
I00720,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",55128,1060,872,1442,1.9228,1.5818,2.6157
I00720,RC1,"BEDFORD HOSPITAL NHS TRUST",34551,0,472,472,0.0000,1.3661,1.3661
I00720,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",57077,10,841,844,0.0175,1.4734,1.4787
I00720,RMC,"BOLTON NHS FOUNDATION TRUST",64950,0,903,903,0.0000,1.3903,1.3903
I00720,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",75923,0,885,885,0.0000,1.1657,1.1657
I00720,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",70983,1,926,926,0.0014,1.3045,1.3045
I00720,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",56533,294,1100,1112,0.5201,1.9458,1.9670
I00720,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",43079,0,588,588,0.0000,1.3649,1.3649
I00720,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",66121,0,1218,1218,0.0000,1.8421,1.8421
I00720,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",74619,0,1360,1360,0.0000,1.8226,1.8226
I00720,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",106097,0,1698,1698,0.0000,1.6004,1.6004
I00720,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",89719,41,961,964,0.0457,1.0711,1.0745
I00720,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",50057,0,879,879,0.0000,1.7560,1.7560
I00720,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",56627,0,684,684,0.0000,1.2079,1.2079
