INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01966,ENG,"ENGLAND",3.9281,19
I01966,R1F,"ISLE OF WIGHT NHS TRUST",5.8308,13
I01966,R1H,"BARTS HEALTH NHS TRUST",3.7391,19
I01966,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",3.8442,12
I01966,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",3.6937,13
I01966,RA3,"WESTON AREA HEALTH NHS TRUST",3.9199,19
I01966,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",3.6997,19
I01966,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",3.9900,12
I01966,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",4.4671,19
I01966,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",2.9892,13
I01966,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.3158,19
I01966,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",4.0231,19
I01966,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",3.7293,19
I01966,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",3.7611,12
I01966,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",3.2677,19
I01966,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",3.2571,19
I01966,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.2671,12
I01966,RBK,"WALSALL HEALTHCARE NHS TRUST",3.9742,14
I01966,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",4.9620,19
I01966,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",4.5287,13
I01966,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",3.8502,12
I01966,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",3.9778,12
I01966,RC1,"BEDFORD HOSPITAL NHS TRUST",4.2361,19
I01966,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.5000,13
I01966,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3.2221,12
I01966,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",4.0571,12
I01966,RCF,"AIREDALE NHS FOUNDATION TRUST",3.9504,13
I01966,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",3.2804,13
I01966,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",4.0999,13
I01966,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",3.5509,13
I01966,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.5132,14
I01966,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.1373,13
I01966,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",5.1931,19
I01966,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3.4704,19
I01966,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",3.9532,13
I01966,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",3.9390,12
I01966,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",4.8235,12
I01966,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.3999,19
I01966,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",4.1248,13
I01966,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",3.5038,19
I01966,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",4.0774,19
I01966,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",3.3563,19
I01966,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",3.5285,13
I01966,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.0078,12
I01966,RGQ,"IPSWICH HOSPITAL NHS TRUST",3.8778,13
I01966,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",5.0287,12
I01966,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.2668,19
I01966,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",3.6623,13
I01966,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",5.1024,19
I01966,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3.9499,19
I01966,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",4.0007,13
I01966,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2.8124,12
