INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,"ENGLAND",9308083,7636,173447,174916,0.1,1.9,1.9
I00720,RCF,"AIREDALE NHS FOUNDATION TRUST",32955,0,480,480,0.0,1.5,1.5
I00720,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",44750,75,930,945,0.2,2.1,2.1
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",83820,*,1565,1565,*,1.9,1.9
I00720,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",48315,0,815,815,0.0,1.7,1.7
I00720,R1H,"BARTS HEALTH NHS TRUST",173410,420,2440,2485,0.2,1.4,1.4
I00720,RC9,"BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST",119520,0,1525,1525,0.0,1.3,1.3
I00720,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",55810,*,1135,1135,*,2.0,2.0
I00720,RMC,"BOLTON NHS FOUNDATION TRUST",60080,0,755,755,0.0,1.3,1.3
I00720,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",93540,*,625,625,*,0.7,0.7
I00720,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",69580,0,1585,1585,0.0,2.3,2.3
I00720,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",62000,335,1300,1340,0.5,2.1,2.2
I00720,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",70310,0,1355,1355,0.0,1.9,1.9
I00720,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",73415,0,1830,1830,0.0,2.5,2.5
I00720,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",97610,15,1480,1480,0.0,1.5,1.5
I00720,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",51225,0,1010,1010,0.0,2.0,2.0
I00720,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",47845,0,765,765,0.0,1.6,1.6
I00720,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",78065,0,2280,2280,0.0,2.9,2.9
I00720,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",34915,0,1020,1020,0.0,2.9,2.9
I00720,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",57230,0,1000,1000,0.0,1.7,1.7
I00720,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",72625,0,1935,1935,0.0,2.7,2.7
I00720,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",28940,0,625,625,0.0,2.2,2.2
I00720,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",67750,20,1075,1075,0.0,1.6,1.6
I00720,RJN,"EAST CHESHIRE NHS TRUST",19635,0,380,380,0.0,1.9,1.9
I00720,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",108850,0,1880,1880,0.0,1.7,1.7
I00720,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",90650,*,1485,1490,*,1.6,1.6
I00720,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",110015,0,2415,2415,0.0,2.2,2.2
I00720,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",63990,0,1425,1425,0.0,2.2,2.2
I00720,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",61965,*,1265,1265,*,2.0,2.0
I00720,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",122025,*,2580,2580,*,2.1,2.1
I00720,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",32585,195,740,745,0.6,2.3,2.3
I00720,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",23505,0,410,410,0.0,1.7,1.7
I00720,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",92955,*,1505,1505,*,1.6,1.6
I00720,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",61590,70,1180,1190,0.1,1.9,1.9
I00720,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",95685,10,1630,1635,0.0,1.7,1.7
I00720,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",68725,260,1330,1415,0.4,1.9,2.1
I00720,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",28230,0,415,415,0.0,1.5,1.5
I00720,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",44980,0,455,455,0.0,1.0,1.0
I00720,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",84070,375,1900,2145,0.4,2.3,2.6
I00720,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",110080,15,2525,2540,0.0,2.3,2.3
I00720,R1F,"ISLE OF WIGHT NHS TRUST",18655,0,675,675,0.0,3.6,3.6
I00720,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",32930,*,755,755,*,2.3,2.3
I00720,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",49845,0,1070,1070,0.0,2.1,2.1
I00720,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",109190,*,2550,2550,*,2.3,2.3
I00720,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",62305,0,860,860,0.0,1.4,1.4
I00720,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",77575,0,1960,1960,0.0,2.5,2.5
I00720,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",119635,0,2100,2100,0.0,1.8,1.8
I00720,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",91085,0,1125,1125,0.0,1.2,1.2
I00720,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",116195,450,2810,2880,0.4,2.4,2.5
I00720,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",103985,*,1625,1625,*,1.6,1.6
I00720,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",77880,0,1480,1480,0.0,1.9,1.9
I00720,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",173410,*,4515,4520,*,2.6,2.6
I00720,RPA,"MEDWAY NHS FOUNDATION TRUST",56160,0,1335,1335,0.0,2.4,2.4
I00720,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",190305,990,3080,3480,0.5,1.6,1.8
I00720,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",52235,0,815,815,0.0,1.6,1.6
I00720,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",91705,*,1355,1355,*,1.5,1.5
I00720,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",41185,0,1110,1110,0.0,2.7,2.7
