INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,R1F,"ISLE OF WIGHT NHS TRUST",0.9944,2,17225,826,830.6115,0.8962,1.1119,0.8881,1.1260
I00699,R1H,"BARTS HEALTH NHS TRUST",0.9003,3,152373,3823,4246.4576,0.9532,1.0483,0.9032,1.1072
I00699,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",0.9030,2,90348,2494,2761.7753,0.9422,1.0602,0.9011,1.1098
I00699,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",0.8637,3,47159,1320,1528.2909,0.9228,1.0816,0.8964,1.1156
I00699,RA3,"WESTON AREA HEALTH NHS TRUST",1.1674,1,17152,1026,878.8538,0.8990,1.1087,0.8890,1.1248
I00699,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1.0184,2,24827,962,944.6292,0.9025,1.1047,0.8902,1.1233
I00699,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",0.9774,2,75734,1721,1760.7501,0.9280,1.0759,0.8977,1.1139
I00699,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",0.8219,3,46424,1844,2243.5662,0.9360,1.0670,0.8997,1.1115
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9465,2,74407,1755,1854.2204,0.9298,1.0739,0.8982,1.1134
I00699,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.1516,1,53630,2326,2019.8495,0.9326,1.0707,0.8989,1.1125
I00699,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",0.8852,3,96777,2822,3187.8794,0.9462,1.0559,0.9019,1.1088
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",0.9494,2,48118,1400,1474.5803,0.9215,1.0831,0.8960,1.1161
I00699,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",0.8805,3,40845,991,1125.4802,0.9104,1.0956,0.8927,1.1201
I00699,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",0.9263,2,51796,1261,1361.3054,0.9183,1.0866,0.8951,1.1172
I00699,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1.0000,2,52882,1675,1675.0603,0.9262,1.0778,0.8973,1.1145
I00699,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1.1493,1,30892,1158,1007.5317,0.9055,1.1012,0.8912,1.1221
I00699,RBK,"WALSALL HEALTHCARE NHS TRUST",1.0460,2,45172,1572,1502.9075,0.9222,1.0823,0.8962,1.1158
I00699,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9834,2,66444,2272,2310.3660,0.9369,1.0660,0.8999,1.1112
I00699,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",1.0338,2,68779,2226,2153.2390,0.9347,1.0684,0.8994,1.1119
I00699,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",0.9684,2,48345,1444,1491.1944,0.9219,1.0826,0.8961,1.1160
I00699,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1.0085,2,28480,1244,1233.5477,0.9143,1.0911,0.8939,1.1187
I00699,RC1,"BEDFORD HOSPITAL NHS TRUST",0.9937,2,32003,1169,1176.3889,0.9123,1.0934,0.8933,1.1194
I00699,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.1032,2,68694,1693,1534.6017,0.9230,1.0814,0.8964,1.1156
I00699,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9949,2,82520,3185,3201.4070,0.9463,1.0558,0.9019,1.1088
I00699,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",0.9392,2,26132,921,980.6529,0.9042,1.1027,0.8908,1.1226
I00699,RCF,"AIREDALE NHS FOUNDATION TRUST",0.9074,2,34896,990,1091.0562,0.9091,1.0971,0.8923,1.1207
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0.9107,2,42908,1510,1657.9817,0.9258,1.0782,0.8972,1.1146
I00699,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0.9741,2,54347,1983,2035.7773,0.9329,1.0704,0.8990,1.1124
I00699,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",0.9172,2,48334,1565,1706.3226,0.9269,1.0771,0.8974,1.1143
I00699,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0261,2,40208,1238,1206.5009,0.9134,1.0922,0.8936,1.1190
