INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01966,ENG,ENGLAND,5.3497,19
I01966,RCF,AIREDALE NHS FOUNDATION TRUST,4.3141,13
I01966,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,5.5444,11
I01966,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",6.0694,19
I01966,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,5.8854,19
I01966,R1H,BARTS HEALTH NHS TRUST,5.7609,19
I01966,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,4.8963,19
I01966,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,6.2749,13
I01966,RMC,BOLTON NHS FOUNDATION TRUST,4.2982,19
I01966,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,4.4058,19
I01966,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,4.8259,19
I01966,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,3.7007,19
I01966,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,5.3646,19
I01966,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5.8927,19
I01966,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,5.028,19
I01966,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5.888,19
I01966,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,3.6864,19
I01966,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,4.779,13
I01966,RJ6,CROYDON HEALTH SERVICES NHS TRUST,5.2662,19
I01966,RN7,DARTFORD AND GRAVESHAM NHS TRUST,3.6882,19
I01966,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,5.4163,19
I01966,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4.4607,19
I01966,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,4.7955,19
I01966,RJN,EAST CHESHIRE NHS TRUST,5.6935,12
I01966,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,4.7133,19
I01966,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,5.0928,13
I01966,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,5.858,19
I01966,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,6.3968,19
I01966,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,5.5091,19
I01966,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,4.4141,19
I01966,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,6.2904,13
I01966,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,5.4791,19
I01966,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,5.0129,19
I01966,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,3.9648,13
I01966,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,6.4393,19
I01966,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,4.8467,19
I01966,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4.2068,12
I01966,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,5.4887,19
I01966,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,5.9152,19
I01966,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,6.9722,19
I01966,R1F,ISLE OF WIGHT NHS TRUST,5.8466,13
I01966,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5.9425,19
I01966,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6.1108,19
I01966,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,6.354,19
I01966,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,4.2439,19
