INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,1,ADMIMETH_1,-1.8411,0.4245,18.8141,1,0
I00699,1,ADMIMETH_2,0,,,0,
I00699,1,ADMIMETH_3,0,,,0,
I00699,1,ADMISSION_MONTH_1,0.0772,0.371,0.0433,1,0.8352
I00699,1,ADMISSION_MONTH_2,0.1371,0.3744,0.1341,1,0.7143
I00699,1,ADMISSION_MONTH_3,0.0153,0.3704,0.0017,1,0.9671
I00699,1,ADMISSION_MONTH_4,0.2881,0.3516,0.6713,1,0.4126
I00699,1,ADMISSION_MONTH_5,-0.138,0.3665,0.1417,1,0.7066
I00699,1,ADMISSION_MONTH_6,-0.7757,0.4331,3.2074,1,0.0733
I00699,1,ADMISSION_MONTH_7,0,,,0,
I00699,1,ADMISSION_MONTH_8,0.2195,0.3445,0.4061,1,0.524
I00699,1,ADMISSION_MONTH_9,0.4347,0.3406,1.6283,1,0.2019
I00699,1,ADMISSION_MONTH_10,0.2398,0.3587,0.4467,1,0.5039
I00699,1,ADMISSION_MONTH_11,-0.0743,0.3798,0.0382,1,0.845
I00699,1,ADMISSION_MONTH_12,0.1393,0.3558,0.1533,1,0.6954
I00699,1,AGE_GROUP_1,-13.3705,1631.6794,0.0001,1,0.9935
I00699,1,AGE_GROUP_2,-13.4901,1059.6142,0.0002,1,0.9898
I00699,1,AGE_GROUP_3,-13.4051,1405.9225,0.0001,1,0.9924
I00699,1,AGE_GROUP_4,-13.6042,1037.0999,0.0002,1,0.9895
I00699,1,AGE_GROUP_5,-14.0498,669.4496,0.0004,1,0.9833
I00699,1,AGE_GROUP_6,-1.4402,1.048,1.8885,1,0.1694
I00699,1,AGE_GROUP_7,-0.5317,0.6573,0.6544,1,0.4185
I00699,1,AGE_GROUP_8,0,,,0,
I00699,1,AGE_GROUP_9,0.9167,0.4161,4.8539,1,0.0276
I00699,1,AGE_GROUP_10,-0.3287,0.5886,0.3117,1,0.5766
I00699,1,AGE_GROUP_11,0.7623,0.4245,3.2241,1,0.0726
I00699,1,AGE_GROUP_12,0.7252,0.4589,2.4982,1,0.114
I00699,1,AGE_GROUP_13,0.7221,0.4473,2.6054,1,0.1065
I00699,1,AGE_GROUP_14,1.2069,0.4071,8.7871,1,0.003
I00699,1,AGE_GROUP_15,1.454,0.4097,12.5921,1,0.0004
I00699,1,AGE_GROUP_16,2.2666,0.3786,35.8504,1,0
I00699,1,AGE_GROUP_17,2.1809,0.3746,33.9034,1,0
I00699,1,AGE_GROUP_18,2.5841,0.3924,43.3593,1,0
I00699,1,AGE_GROUP_19,3.2015,0.4054,62.3518,1,0
I00699,1,AGE_GROUP_20,3.7448,0.4964,56.9211,1,0
I00699,1,AGE_GROUP_21,0,,,0,
I00699,1,BIRTHWEIGHT_6,0,,,0,
I00699,1,CHARLSON_INDEX_1,0,,,0,
I00699,1,CHARLSON_INDEX_2,0.8865,0.2113,17.5967,1,0
I00699,1,CHARLSON_INDEX_3,0.9948,0.2069,23.1086,1,0
I00699,1,GENDER_1,0,,,0,
I00699,1,GENDER_2,-0.5367,0.1643,10.6636,1,0.0011
I00699,1,GENDER_3,0,,,0,
I00699,1,Intercept,-4.642,0.4187,122.9419,1,0
I00699,1,YEAR_INDEX_1,0,,,0,
I00699,1,YEAR_INDEX_2,-0.0262,0.1896,0.019,1,0.8903
I00699,1,YEAR_INDEX_3,0.1934,0.1857,1.0845,1,0.2977
I00699,2,ADMIMETH_1,-0.4285,0.0349,150.418,1,0
I00699,2,ADMIMETH_2,0,,,0,
I00699,2,ADMIMETH_3,0,,,0,
I00699,2,ADMISSION_MONTH_1,0.2863,0.0189,228.5782,1,0
I00699,2,ADMISSION_MONTH_2,0.252,0.0196,165.5521,1,0
I00699,2,ADMISSION_MONTH_3,0.1693,0.0192,77.6376,1,0
I00699,2,ADMISSION_MONTH_4,0.0578,0.0192,9.1172,1,0.0025
I00699,2,ADMISSION_MONTH_5,0,,,0,
I00699,2,ADMISSION_MONTH_6,-0.0137,0.0196,0.4912,1,0.4834
I00699,2,ADMISSION_MONTH_7,-0.0115,0.0199,0.3354,1,0.5625
I00699,2,ADMISSION_MONTH_8,-0.017,0.0199,0.7313,1,0.3925
I00699,2,ADMISSION_MONTH_9,0.0283,0.0199,2.0217,1,0.1551
I00699,2,ADMISSION_MONTH_10,0.0936,0.0195,22.9851,1,0
I00699,2,ADMISSION_MONTH_11,0.1234,0.0196,39.626,1,0
I00699,2,ADMISSION_MONTH_12,0.2267,0.0189,143.5993,1,0
I00699,2,AGE_GROUP_1,-4.1124,0.1605,656.204,1,0
I00699,2,AGE_GROUP_2,-3.7028,0.1631,515.2037,1,0
I00699,2,AGE_GROUP_3,-3.3259,0.1975,283.7059,1,0
I00699,2,AGE_GROUP_4,-2.5715,0.1791,206.1298,1,0
I00699,2,AGE_GROUP_5,-2.9594,0.1706,300.9713,1,0
I00699,2,AGE_GROUP_6,-2.6696,0.1238,465.0528,1,0
I00699,2,AGE_GROUP_7,-2.4488,0.0984,619.0901,1,0
I00699,2,AGE_GROUP_8,-2.0333,0.0728,780.2265,1,0
I00699,2,AGE_GROUP_9,-1.7488,0.0577,918.1151,1,0
I00699,2,AGE_GROUP_10,-1.472,0.0466,996.1194,1,0
I00699,2,AGE_GROUP_11,-1.2917,0.0346,1390.181,1,0
I00699,2,AGE_GROUP_12,-1.1719,0.0281,1733.3184,1,0
I00699,2,AGE_GROUP_13,-0.9619,0.0232,1723.0608,1,0
I00699,2,AGE_GROUP_14,-0.7801,0.0199,1533.1511,1,0
I00699,2,AGE_GROUP_15,-0.63,0.017,1375.4916,1,0
I00699,2,AGE_GROUP_16,-0.439,0.0149,873.5544,1,0
I00699,2,AGE_GROUP_17,-0.2302,0.0141,266.3349,1,0
I00699,2,AGE_GROUP_18,0,,,0,
I00699,2,AGE_GROUP_19,0.3138,0.0132,565.4215,1,0
I00699,2,AGE_GROUP_20,0.688,0.0138,2489.3971,1,0
I00699,2,AGE_GROUP_21,0,,,0,
I00699,2,BIRTHWEIGHT_6,0,,,0,
I00699,2,CHARLSON_INDEX_1,0,,,0,
I00699,2,CHARLSON_INDEX_2,0.079,0.0175,20.4692,1,0
I00699,2,CHARLSON_INDEX_3,0.7748,0.0124,3879.9883,1,0
I00699,2,GENDER_1,0,,,0,
I00699,2,GENDER_2,0.0502,0.008,38.9186,1,0
I00699,2,GENDER_3,0,,,0,
I00699,2,Intercept,-1.8375,0.0207,7848.0073,1,0
I00699,2,YEAR_INDEX_1,0,,,0,
I00699,2,YEAR_INDEX_2,0.0453,0.0093,23.9145,1,0
I00699,2,YEAR_INDEX_3,0.1123,0.0109,106.897,1,0
I00699,3,ADMIMETH_1,-0.058,0.2144,0.0731,1,0.7869
I00699,3,ADMIMETH_2,0,,,0,
I00699,3,ADMIMETH_3,0,,,0,
I00699,3,ADMISSION_MONTH_1,0.3411,0.1722,3.9255,1,0.0476
I00699,3,ADMISSION_MONTH_2,0.3332,0.1753,3.6136,1,0.0573
I00699,3,ADMISSION_MONTH_3,0,,,0,
I00699,3,ADMISSION_MONTH_4,0.1455,0.1719,0.7158,1,0.3975
I00699,3,ADMISSION_MONTH_5,-0.0817,0.1792,0.2076,1,0.6486
I00699,3,ADMISSION_MONTH_6,-0.1763,0.185,0.9083,1,0.3406
I00699,3,ADMISSION_MONTH_7,0.1293,0.177,0.5337,1,0.4651
I00699,3,ADMISSION_MONTH_8,0.0747,0.181,0.1704,1,0.6798
I00699,3,ADMISSION_MONTH_9,0.0571,0.1863,0.0938,1,0.7594
I00699,3,ADMISSION_MONTH_10,0.1213,0.1787,0.4605,1,0.4974
I00699,3,ADMISSION_MONTH_11,0.1892,0.1782,1.1276,1,0.2883
I00699,3,ADMISSION_MONTH_12,0.4859,0.1712,8.0501,1,0.0046
I00699,3,AGE_GROUP_1,-0.6586,1.046,0.3965,1,0.5289
I00699,3,AGE_GROUP_2,0,,,0,
I00699,3,AGE_GROUP_3,-12.2448,209.5852,0.0034,1,0.9534
