INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,ENG,ENGLAND,292516,202986,89530,69,31
I00733,RCF,AIREDALE NHS FOUNDATION TRUST,1005,625,380,62,38
I00733,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1675,1190,480,71,29
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3030,2195,835,72,28
I00733,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1625,1075,550,66,34
I00733,R1H,BARTS HEALTH NHS TRUST,3705,2905,800,78,22
I00733,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2220,1585,630,71,28
I00733,RC1,BEDFORD HOSPITAL NHS TRUST,1330,885,440,67,33
I00733,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2415,1635,780,68,32
I00733,RMC,BOLTON NHS FOUNDATION TRUST,1725,1210,515,70,30
I00733,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1900,1315,585,69,31
I00733,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2295,1620,675,71,29
I00733,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1620,1170,450,72,28
I00733,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2265,1490,775,66,34
I00733,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2210,1395,815,63,37
I00733,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1615,1165,450,72,28
I00733,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1810,1280,530,71,29
I00733,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1555,1140,415,73,27
I00733,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3125,2000,1130,64,36
I00733,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1310,985,320,75,24
I00733,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1510,1125,390,75,26
I00733,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2865,1925,940,67,33
I00733,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1110,715,390,64,35
I00733,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2205,1395,810,63,37
I00733,RJN,EAST CHESHIRE NHS TRUST,940,605,335,64,36
I00733,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,4075,2580,1495,63,37
I00733,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2770,1970,805,71,29
I00733,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,4445,2975,1470,67,33
I00733,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2675,1705,970,64,36
I00733,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1820,1300,520,71,29
I00733,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,3635,2575,1060,71,29
I00733,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1415,1015,395,72,28
I00733,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1135,780,355,69,31
I00733,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,3015,1880,1140,62,38
I00733,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1795,1280,515,71,29
I00733,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1480,1000,475,68,32
I00733,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2195,1585,610,72,28
I00733,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,975,675,300,69,31
I00733,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,530,390,140,74,26
I00733,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,3400,2310,1090,68,32
I00733,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2140,1565,575,73,27
I00733,R1F,ISLE OF WIGHT NHS TRUST,895,530,365,59,41
I00733,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1685,1160,525,69,31
I00733,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1695,1195,500,71,29
I00733,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,3080,2225,850,72,28
I00733,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1195,780,415,65,35
I00733,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2370,1635,735,69,31
I00733,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,4170,2990,1180,72,28
I00733,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2395,1755,640,73,27
I00733,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4105,2705,1400,66,34
I00733,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2535,1920,620,76,24
I00733,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1790,1200,595,67,33
I00733,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2370,1490,880,63,37
I00733,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,3405,2670,735,78,22
I00733,RPA,MEDWAY NHS FOUNDATION TRUST,1960,1360,600,69,31
I00733,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1520,1025,495,67,33
I00733,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,2020,1370,650,68,32
I00733,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,3020,2035,985,67,33
I00733,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1390,930,460,67,33
I00733,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3655,2425,1230,66,34
I00733,RVJ,NORTH BRISTOL NHS TRUST,2205,1650,550,75,25
I00733,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,1935,1385,550,72,28
I00733,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1275,965,310,76,24
I00733,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2085,1425,655,68,31
I00733,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2945,2020,925,69,31
I00733,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,2110,1500,610,71,29
I00733,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1005,635,370,63,37
I00733,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2540,1600,935,63,37
I00733,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3295,2470,825,75,25
I00733,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4525,3460,1060,76,23
I00733,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3245,2300,945,71,29
I00733,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,4065,2690,1375,66,34
I00733,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1600,1205,395,75,25
I00733,RHU,PORTSMOUTH HOSPITALS NHS TRUST,3150,2150,1000,68,32
I00733,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2180,1600,580,73,27
I00733,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2270,1450,820,64,36
I00733,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,2350,1630,725,69,31
I00733,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2625,1865,760,71,29
I00733,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1260,820,440,65,35
I00733,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,2030,1375,655,68,32
I00733,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1710,1285,425,75,25
I00733,RNZ,SALISBURY NHS FOUNDATION TRUST,1035,760,275,73,27
I00733,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2130,1515,610,71,29
I00733,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3625,2680,940,74,26
I00733,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2075,1410,665,68,32
I00733,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2790,1710,1080,61,39
I00733,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2715,1925,790,71,29
I00733,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,3225,2430,795,75,25
I00733,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1225,755,470,62,38
I00733,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2270,1540,735,68,32
I00733,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1340,840,500,63,37
I00733,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2000,1545,455,77,23
I00733,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,2440,1735,705,71,29
I00733,RWJ,STOCKPORT NHS FOUNDATION TRUST,1780,1305,475,73,27
I00733,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1950,1395,555,72,28
I00733,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1320,930,390,70,30
I00733,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,1855,1265,590,68,32
I00733,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2410,1715,695,71,29
