INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,R1F,ISLE OF WIGHT NHS TRUST,17908,0,414,414,0,2.3118,2.3118
I00720,R1H,BARTS HEALTH NHS TRUST,152480,382,1107,1178,0.2505,0.726,0.7726
I00720,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,95328,0,858,858,0,0.9001,0.9001
I00720,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,50061,12,647,648,0.024,1.2924,1.2944
I00720,RA3,WESTON AREA HEALTH NHS TRUST,18139,0,492,492,0,2.7124,2.7124
I00720,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,24272,0,462,462,0,1.9034,1.9034
I00720,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,74620,52,710,747,0.0697,0.9515,1.0011
I00720,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,38435,2,526,527,0.0052,1.3685,1.3711
I00720,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,75793,0,540,540,0,0.7125,0.7125
I00720,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,53723,122,716,745,0.2271,1.3328,1.3867
I00720,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,98043,0,1223,1223,0,1.2474,1.2474
I00720,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,45961,0,611,611,0,1.3294,1.3294
I00720,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,39948,0,474,474,0,1.1865,1.1865
I00720,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,47184,0,444,444,0,0.941,0.941
I00720,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,50384,0,335,335,0,0.6649,0.6649
I00720,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,29945,0,306,306,0,1.0219,1.0219
I00720,RBK,WALSALL HEALTHCARE NHS TRUST,43564,0,807,807,0,1.8524,1.8524
I00720,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,67030,0,955,955,0,1.4247,1.4247
I00720,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,68368,0,819,819,0,1.1979,1.1979
I00720,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,45924,0,532,532,0,1.1584,1.1584
I00720,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,28898,0,293,293,0,1.0139,1.0139
I00720,RC1,BEDFORD HOSPITAL NHS TRUST,30094,0,434,434,0,1.4421,1.4421
I00720,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,65348,0,420,420,0,0.6427,0.6427
I00720,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,79696,0,1054,1054,0,1.3225,1.3225
I00720,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,25603,0,293,293,0,1.1444,1.1444
I00720,RCF,AIREDALE NHS FOUNDATION TRUST,33771,0,519,519,0,1.5368,1.5368
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",41581,83,308,326,0.1996,0.7407,0.784
I00720,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,51920,0,658,658,0,1.2673,1.2673
I00720,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,47899,306,772,798,0.6388,1.6117,1.666
I00720,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,38524,0,674,674,0,1.7496,1.7496
I00720,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,54161,555,866,959,1.0247,1.5989,1.7706
I00720,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,53149,0,873,873,0,1.6426,1.6426
I00720,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,116354,30,1976,1980,0.0258,1.6983,1.7017
I00720,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,43784,471,1455,1487,1.0757,3.3231,3.3962
I00720,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22130,277,411,411,1.2517,1.8572,1.8572
I00720,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,65994,2,895,896,0.003,1.3562,1.3577
I00720,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,46095,0,1460,1460,0,3.1674,3.1674
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",79994,2,1098,1100,0.0025,1.3726,1.3751
I00720,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,41937,0,443,443,0,1.0563,1.0563
I00720,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,41314,0,767,767,0,1.8565,1.8565
I00720,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,48852,0,989,989,0,2.0245,2.0245
