INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0218,2,56683,2263,2214.6675,0.9356,1.0674,0.8917,1.1214
I00699,RCF,"AIREDALE NHS FOUNDATION TRUST",0.9408,2,32667,1017,1080.9698,0.9086,1.0976,0.8849,1.1300
I00699,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",0.9486,2,41850,1706,1798.3841,0.9287,1.0750,0.8902,1.1233
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0.9898,2,87283,3246,3279.4856,0.9469,1.0551,0.8940,1.1186
I00699,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1.0151,2,43308,1578,1554.5052,0.9235,1.0809,0.8889,1.1250
I00699,R1H,"BARTS HEALTH NHS TRUST",0.8798,3,167596,3852,4378.0653,0.9539,1.0476,0.8951,1.1171
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.0367,2,71900,2294,2212.7045,0.9356,1.0675,0.8917,1.1214
I00699,RC1,"BEDFORD HOSPITAL NHS TRUST",1.0387,2,36416,1272,1224.6136,0.9140,1.0915,0.8864,1.1281
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",1.1358,1,55357,2458,2164.1456,0.9349,1.0682,0.8916,1.1216
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",1.1116,2,60677,1796,1615.6536,0.9249,1.0793,0.8893,1.1245
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9260,2,92368,1990,2149.1224,0.9347,1.0685,0.8915,1.1217
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",0.9753,2,70067,2349,2408.4632,0.9382,1.0646,0.8923,1.1207
