INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,ENGLAND,9436012,7566,172323,173713,0.1,1.8,1.8
I00720,RCF,AIREDALE NHS FOUNDATION TRUST,33765,0,480,480,0,1.4,1.4
I00720,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,45360,65,960,970,0.1,2.1,2.1
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",84730,0,1660,1660,0,2,2
I00720,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,49130,0,795,795,0,1.6,1.6
I00720,R1H,BARTS HEALTH NHS TRUST,176855,450,2575,2625,0.3,1.5,1.5
I00720,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,78560,910,1180,1535,1.2,1.5,2
I00720,RC1,BEDFORD HOSPITAL NHS TRUST,36950,0,540,540,0,1.5,1.5
I00720,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,56120,*,1120,1125,*,2,2
I00720,RMC,BOLTON NHS FOUNDATION TRUST,61190,0,775,775,0,1.3,1.3
I00720,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,96415,0,635,635,0,0.7,0.7
I00720,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,70050,0,1625,1625,0,2.3,2.3
I00720,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,63935,320,1350,1395,0.5,2.1,2.2
I00720,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,71130,0,1270,1270,0,1.8,1.8
I00720,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,75815,0,1825,1825,0,2.4,2.4
I00720,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,98030,25,1500,1505,0,1.5,1.5
I00720,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,51645,0,1050,1050,0,2,2
I00720,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,49070,0,765,765,0,1.6,1.6
