INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01963,ENG,"ENGLAND",48922,9308083,0.5
I01963,RCF,"AIREDALE NHS FOUNDATION TRUST",*,32955,*
I01963,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",50,44750,0.1
I01963,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",35,83820,0.0
I01963,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",*,48315,*
I01963,R1H,"BARTS HEALTH NHS TRUST",715,173410,0.4
I01963,RC9,"BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST",*,119520,*
I01963,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",55,55810,0.1
I01963,RMC,"BOLTON NHS FOUNDATION TRUST",385,60080,0.6
I01963,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",340,93540,0.4
I01963,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",35,69580,0.1
I01963,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",995,62000,1.6
I01963,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",15,70310,0.0
I01963,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",30,73415,0.0
I01963,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",485,97610,0.5
I01963,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",*,51225,*
I01963,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",145,47845,0.3
I01963,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",0,78065,0.0
I01963,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",80,34915,0.2
I01963,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",255,57230,0.4
I01963,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",25,72625,0.0
I01963,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",15,28940,0.1
I01963,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",*,67750,*
I01963,RJN,"EAST CHESHIRE NHS TRUST",*,19635,*
I01963,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",175,108850,0.2
I01963,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",105,90650,0.1
I01963,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",175,110015,0.2
I01963,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",410,63990,0.6
I01963,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",20,61965,0.0
I01963,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",150,122025,0.1
I01963,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",30,32585,0.1
I01963,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",55,23505,0.2
I01963,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",75,92955,0.1
I01963,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",35,61590,0.1
I01963,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",75,95685,0.1
I01963,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",10,68725,0.0
I01963,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",20,28230,0.1
I01963,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",40,44980,0.1
I01963,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",15,84070,0.0
I01963,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",400,110080,0.4
I01963,R1F,"ISLE OF WIGHT NHS TRUST",390,18655,2.1
I01963,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",55,32930,0.2
I01963,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",20,49845,0.0
I01963,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",255,109190,0.2
I01963,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",360,62305,0.6
I01963,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",90,77575,0.1
I01963,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",*,119635,*
I01963,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",250,91085,0.3
I01963,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",285,116195,0.2
I01963,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",955,103985,0.9
I01963,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",20,77880,0.0
I01963,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",50,173410,0.0
I01963,RPA,"MEDWAY NHS FOUNDATION TRUST",170,56160,0.3
I01963,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",1825,190305,1.0
I01963,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",160,52235,0.3
I01963,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",620,91705,0.7
I01963,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",15,41185,0.0
I01963,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",235,88545,0.3
I01963,RVJ,"NORTH BRISTOL NHS TRUST",330,91680,0.4
I01963,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",305,46180,0.7
I01963,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",15,45930,0.0
I01963,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",*,58655,*
I01963,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",75,82390,0.1
I01963,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",235,74195,0.3
I01963,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",20,29295,0.1
