INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,1,ADMIMETH_1,-1.1565,0.2643,19.1464,1,0
I00699,1,ADMIMETH_2,0,,,0,
I00699,1,ADMIMETH_3,0,,,0,
I00699,1,AGE_GROUP_1,-14.1659,1572.9362,0.0001,1,0.9928
I00699,1,AGE_GROUP_10,-0.6606,0.5006,1.7412,1,0.187
I00699,1,AGE_GROUP_11,0.3971,0.3586,1.2261,1,0.2682
I00699,1,AGE_GROUP_12,1.0214,0.3139,10.5884,1,0.0011
I00699,1,AGE_GROUP_13,1.0857,0.3232,11.2864,1,0.0008
I00699,1,AGE_GROUP_14,1.4574,0.3107,22.0066,1,0
I00699,1,AGE_GROUP_15,1.6784,0.2913,33.1987,1,0
I00699,1,AGE_GROUP_16,1.9974,0.2856,48.9021,1,0
I00699,1,AGE_GROUP_17,2.1253,0.2833,56.2791,1,0
I00699,1,AGE_GROUP_18,2.3778,0.2908,66.8595,1,0
I00699,1,AGE_GROUP_19,2.69,0.3154,72.7503,1,0
I00699,1,AGE_GROUP_2,-0.4359,1.0287,0.1796,1,0.6717
I00699,1,AGE_GROUP_20,3.1806,0.3762,71.4655,1,0
I00699,1,AGE_GROUP_21,0,,,0,
I00699,1,AGE_GROUP_3,-14.2872,1341.7981,0.0001,1,0.9915
I00699,1,AGE_GROUP_4,-14.3498,928.8013,0.0002,1,0.9877
I00699,1,AGE_GROUP_5,-14.577,607.1849,0.0006,1,0.9808
I00699,1,AGE_GROUP_6,-0.886,0.5001,3.1388,1,0.0765
I00699,1,AGE_GROUP_7,0,,,0,
I00699,1,AGE_GROUP_8,-0.4072,0.4185,0.9469,1,0.3305
I00699,1,AGE_GROUP_9,-0.5073,0.4656,1.1872,1,0.2759
I00699,1,CHARLSON_INDEX_1,0,,,0,
I00699,1,CHARLSON_INDEX_2,0.4626,0.1599,8.3704,1,0.0038
I00699,1,CHARLSON_INDEX_3,1.0001,0.1513,43.6985,1,0
I00699,1,GENDER_1,0,,,0,
I00699,1,GENDER_2,-0.2985,0.1252,5.6821,1,0.0171
I00699,1,GENDER_3,0,,,0,
I00699,1,Intercept,-4.0501,0.2409,282.6483,1,0
I00699,1,YEAR_INDEX_1,0,,,0,
I00699,1,YEAR_INDEX_2,-0.2697,0.1437,3.5198,1,0.0606
I00699,1,YEAR_INDEX_3,-0.3314,0.141,5.5261,1,0.0187
I00699,2,ADMIMETH_1,-0.6922,0.0563,151.332,1,0
I00699,2,ADMIMETH_2,0,,,0,
I00699,2,ADMIMETH_3,0,,,0,
I00699,2,AGE_GROUP_1,-3.8105,0.1913,396.912,1,0
I00699,2,AGE_GROUP_10,-1.5438,0.0728,450.1493,1,0
I00699,2,AGE_GROUP_11,-1.4318,0.0596,577.5693,1,0
I00699,2,AGE_GROUP_12,-1.1596,0.0488,563.5094,1,0
I00699,2,AGE_GROUP_13,-0.9803,0.042,545.6236,1,0
I00699,2,AGE_GROUP_14,-0.6766,0.0345,384.7139,1,0
I00699,2,AGE_GROUP_15,-0.5662,0.0309,335.0323,1,0
I00699,2,AGE_GROUP_16,-0.266,0.0291,83.3304,1,0
I00699,2,AGE_GROUP_17,0,,,0,
I00699,2,AGE_GROUP_18,0.4677,0.0264,314.898,1,0
I00699,2,AGE_GROUP_19,0.8341,0.027,954.6786,1,0
I00699,2,AGE_GROUP_2,-3.0097,0.1694,315.7832,1,0
I00699,2,AGE_GROUP_20,1.2017,0.0292,1692.1881,1,0
I00699,2,AGE_GROUP_21,0,,,0,
I00699,2,AGE_GROUP_3,-2.6803,0.2165,153.2819,1,0
I00699,2,AGE_GROUP_4,-2.7745,0.3052,82.6503,1,0
I00699,2,AGE_GROUP_5,-2.3932,0.2,143.1303,1,0
I00699,2,AGE_GROUP_6,-2.4734,0.1832,182.3529,1,0
I00699,2,AGE_GROUP_7,-2.1824,0.1515,207.4875,1,0
I00699,2,AGE_GROUP_8,-2.0469,0.1246,270.0797,1,0
I00699,2,AGE_GROUP_9,-1.7118,0.0961,317.0503,1,0
I00699,2,CHARLSON_INDEX_1,0,,,0,
I00699,2,CHARLSON_INDEX_2,0.0969,0.0305,10.0725,1,0.0015
I00699,2,CHARLSON_INDEX_3,0.4571,0.0212,465.9452,1,0
I00699,2,GENDER_1,-0.0636,0.0151,17.6522,1,0
I00699,2,GENDER_2,0,,,0,
I00699,2,GENDER_3,0,,,0,
I00699,2,Intercept,-1.4811,0.0295,2524.2402,1,0
I00699,2,YEAR_INDEX_1,0,,,0,
I00699,2,YEAR_INDEX_2,0.1495,0.0178,70.5267,1,0
I00699,2,YEAR_INDEX_3,0.299,0.0186,258.8501,1,0
I00699,3,ADMIMETH_1,-0.5577,0.2738,4.1491,1,0.0417
I00699,3,ADMIMETH_2,0,,,0,
I00699,3,ADMIMETH_3,0,,,0,
I00699,3,AGE_GROUP_1,2.0563,1.226,2.8132,1,0.0935
I00699,3,AGE_GROUP_10,4.0271,1.0653,14.2908,1,0.0002
I00699,3,AGE_GROUP_11,3.7104,1.0735,11.9471,1,0.0005
I00699,3,AGE_GROUP_12,4.2239,1.0375,16.5757,1,0
I00699,3,AGE_GROUP_13,4.5695,1.0253,19.8646,1,0
I00699,3,AGE_GROUP_14,4.709,1.0177,21.4112,1,0
I00699,3,AGE_GROUP_15,4.7101,1.0146,21.55,1,0
I00699,3,AGE_GROUP_16,4.6669,1.0148,21.1506,1,0
I00699,3,AGE_GROUP_17,5.2565,1.0098,27.0976,1,0
I00699,3,AGE_GROUP_18,5.5415,1.0086,30.1889,1,0
I00699,3,AGE_GROUP_19,5.9107,1.0089,34.321,1,0
I00699,3,AGE_GROUP_2,0,,,0,
I00699,3,AGE_GROUP_20,6.2081,1.0109,37.7133,1,0
I00699,3,AGE_GROUP_21,0,,,0,
I00699,3,AGE_GROUP_3,-11.1878,361.1818,0.001,1,0.9753
I00699,3,AGE_GROUP_4,-11.1886,671.5765,0.0003,1,0.9867
I00699,3,AGE_GROUP_5,2.425,1.4171,2.9283,1,0.087
I00699,3,AGE_GROUP_6,-11.2192,917.3037,0.0001,1,0.9902
I00699,3,AGE_GROUP_7,2.3946,1.4174,2.8542,1,0.0911
I00699,3,AGE_GROUP_8,3.1245,1.2287,6.4666,1,0.011
I00699,3,AGE_GROUP_9,3.4892,1.1221,9.6689,1,0.0019
I00699,3,CHARLSON_INDEX_1,0,,,0,
I00699,3,CHARLSON_INDEX_2,-0.1083,0.1683,0.4143,1,0.5198
I00699,3,CHARLSON_INDEX_3,0.7001,0.1137,37.9247,1,0
I00699,3,GENDER_1,0,,,0,
I00699,3,GENDER_2,0.0954,0.088,1.1733,1,0.2787
I00699,3,GENDER_3,0,,,0,
I00699,3,Intercept,-7.615,1.003,57.6431,1,0
I00699,3,YEAR_INDEX_1,0,,,0,
I00699,3,YEAR_INDEX_2,0.0585,0.108,0.2935,1,0.588
I00699,3,YEAR_INDEX_3,0.2087,0.1062,3.8651,1,0.0493
I00699,4,ADMIMETH_1,-0.8553,0.2221,14.831,1,0.0001
I00699,4,ADMIMETH_2,0,,,0,
I00699,4,ADMIMETH_3,0,,,0,
I00699,4,AGE_GROUP_1,0,,,0,
I00699,4,AGE_GROUP_10,1.2114,0.6543,3.4283,1,0.0641
I00699,4,AGE_GROUP_11,2.1365,0.4989,18.3388,1,0
I00699,4,AGE_GROUP_12,1.7869,0.506,12.4692,1,0.0004
I00699,4,AGE_GROUP_13,1.9756,0.4838,16.6758,1,0
I00699,4,AGE_GROUP_14,2.6268,0.4535,33.5547,1,0
I00699,4,AGE_GROUP_15,2.824,0.4451,40.25,1,0
I00699,4,AGE_GROUP_16,3.0571,0.4434,47.5316,1,0
I00699,4,AGE_GROUP_17,3.001,0.4431,45.8625,1,0
I00699,4,AGE_GROUP_18,3.1028,0.4445,48.7185,1,0
I00699,4,AGE_GROUP_19,3.2984,0.4489,53.9915,1,0
I00699,4,AGE_GROUP_2,-13.4402,509.0297,0.0007,1,0.9789
I00699,4,AGE_GROUP_20,3.6853,0.4536,66.0166,1,0
I00699,4,AGE_GROUP_21,0,,,0,
I00699,4,AGE_GROUP_3,-0.0497,1.0829,0.0021,1,0.9634
I00699,4,AGE_GROUP_4,-13.505,1065.4429,0.0002,1,0.9899
I00699,4,AGE_GROUP_5,-13.3787,967.0957,0.0002,1,0.989
I00699,4,AGE_GROUP_6,0.2168,1.0838,0.04,1,0.8414
I00699,4,AGE_GROUP_7,-13.4213,894.9257,0.0002,1,0.988
I00699,4,AGE_GROUP_8,1.1856,0.7132,2.764,1,0.0964
I00699,4,AGE_GROUP_9,1.3794,0.653,4.4624,1,0.0346
I00699,4,CHARLSON_INDEX_1,0,,,0,
I00699,4,CHARLSON_INDEX_2,0.3291,0.1638,4.038,1,0.0445
I00699,4,CHARLSON_INDEX_3,0.6242,0.1408,19.6468,1,0
I00699,4,GENDER_1,0.4826,0.1038,21.6026,1,0
I00699,4,GENDER_2,0,,,0,
I00699,4,GENDER_3,0,,,0,
I00699,4,Intercept,-5.8454,0.4202,193.5401,1,0
I00699,4,YEAR_INDEX_1,0,,,0,
I00699,4,YEAR_INDEX_2,0.0003,0.1245,0,1,0.9982
I00699,4,YEAR_INDEX_3,0.2,0.1226,2.6621,1,0.1028
I00699,5,ADMIMETH_1,-1.4819,0.255,33.7828,1,0
I00699,5,ADMIMETH_2,0,,,0,
I00699,5,ADMIMETH_3,0,,,0,
I00699,5,AGE_GROUP_21,0,,,0,
I00699,5,CHARLSON_INDEX_1,0,,,0,
I00699,5,CHARLSON_INDEX_2,0.7495,0.1835,16.6743,1,0
I00699,5,CHARLSON_INDEX_3,1.8056,0.1466,151.707,1,0
I00699,5,GENDER_1,0,,,0,
I00699,5,GENDER_2,-0.0815,0.1311,0.3861,1,0.5344
I00699,5,GENDER_3,0,,,0,
I00699,5,Intercept,-3.9109,0.1556,631.9877,1,0
I00699,5,YEAR_INDEX_1,0,,,0,
I00699,5,YEAR_INDEX_2,-0.1931,0.1435,1.8105,1,0.1784
I00699,5,YEAR_INDEX_3,-0.1581,0.143,1.2229,1,0.2688
I00699,6,ADMIMETH_1,-1.002,0.231,18.8069,1,0
I00699,6,ADMIMETH_2,0,,,0,
I00699,6,ADMIMETH_3,0,,,0,
I00699,6,AGE_GROUP_1,0.323,0.3874,0.695,1,0.4045
I00699,6,AGE_GROUP_10,2.2648,0.4036,31.4876,1,0
I00699,6,AGE_GROUP_11,3.1155,0.3102,100.8796,1,0
I00699,6,AGE_GROUP_12,3.2201,0.3011,114.3587,1,0
I00699,6,AGE_GROUP_13,3.5655,0.2871,154.2044,1,0
I00699,6,AGE_GROUP_14,3.829,0.2785,189.0654,1,0
I00699,6,AGE_GROUP_15,4.1978,0.2664,248.318,1,0
I00699,6,AGE_GROUP_16,4.4954,0.2644,289.1806,1,0
I00699,6,AGE_GROUP_17,4.645,0.2612,316.155,1,0
I00699,6,AGE_GROUP_18,4.5878,0.2648,300.2597,1,0
I00699,6,AGE_GROUP_19,5.0668,0.2613,376.0177,1,0
I00699,6,AGE_GROUP_2,0,,,0,
I00699,6,AGE_GROUP_20,5.6328,0.2623,460.9977,1,0
I00699,6,AGE_GROUP_21,0,,,0,
I00699,6,AGE_GROUP_3,-0.5582,0.7416,0.5665,1,0.4517
I00699,6,AGE_GROUP_4,0.4647,0.7419,0.3923,1,0.5311
I00699,6,AGE_GROUP_5,-0.3311,1.0249,0.1044,1,0.7466
I00699,6,AGE_GROUP_6,0.488,0.742,0.4325,1,0.5108
I00699,6,AGE_GROUP_7,1.0686,0.6196,2.9741,1,0.0846
I00699,6,AGE_GROUP_8,0.0546,1.025,0.0028,1,0.9575
I00699,6,AGE_GROUP_9,2.237,0.4197,28.4103,1,0
I00699,6,CHARLSON_INDEX_1,0,,,0,
I00699,6,CHARLSON_INDEX_2,0.2141,0.1498,2.0422,1,0.153
I00699,6,CHARLSON_INDEX_3,1.606,0.105,234.0919,1,0
I00699,6,GENDER_1,0,,,0,
I00699,6,GENDER_2,0.043,0.0795,0.2928,1,0.5885
I00699,6,GENDER_3,0,,,0,
I00699,6,Intercept,-8.9104,0.2326,1467.5782,1,0
