INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,ENG,"ENGLAND",287429,199885,87544,70,30
I00733,RCF,"AIREDALE NHS FOUNDATION TRUST",985,615,375,62,38
I00733,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1660,1190,470,72,28
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2925,2105,820,72,28
I00733,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1560,1045,520,67,33
I00733,R1H,"BARTS HEALTH NHS TRUST",3685,2880,805,78,22
I00733,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2120,1525,600,72,28
I00733,RC1,"BEDFORD HOSPITAL NHS TRUST",1290,875,415,68,32
I00733,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2325,1590,730,68,31
I00733,RMC,"BOLTON NHS FOUNDATION TRUST",1735,1225,510,71,29
I00733,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1885,1295,590,69,31
I00733,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2285,1595,690,70,30
I00733,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1580,1130,450,72,28
I00733,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2220,1440,785,65,35
I00733,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2180,1345,835,62,38
I00733,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1560,1125,440,72,28
I00733,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1795,1275,525,71,29
I00733,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1505,1110,395,74,26
I00733,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3040,1965,1075,65,35
I00733,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1290,995,295,77,23
I00733,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1485,1100,385,74,26
I00733,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2770,1860,910,67,33
I00733,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1110,700,410,63,37
I00733,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2180,1410,770,65,35
I00733,RJN,"EAST CHESHIRE NHS TRUST",910,585,325,64,36
I00733,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4045,2570,1475,64,36
I00733,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2630,1880,750,71,29
I00733,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",4390,2970,1420,68,32
I00733,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2530,1590,940,63,37
I00733,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1865,1355,510,73,27
I00733,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3600,2585,1015,72,28
I00733,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1395,980,410,70,29
I00733,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1120,755,370,67,33
I00733,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3000,1815,1185,61,40
I00733,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1770,1270,500,72,28
I00733,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1460,1015,445,70,30
I00733,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",2120,1535,585,72,28
I00733,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",950,675,275,71,29
I00733,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",540,395,145,73,27
I00733,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",3340,2305,1035,69,31
I00733,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2125,1560,560,73,26
I00733,R1F,"ISLE OF WIGHT NHS TRUST",870,510,360,59,41
I00733,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1695,1150,545,68,32
I00733,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1680,1175,505,70,30
I00733,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3135,2295,835,73,27
I00733,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1135,750,385,66,34
I00733,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2315,1580,735,68,32
I00733,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4190,2975,1210,71,29
I00733,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2310,1695,615,73,27
I00733,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4050,2900,1150,72,28
I00733,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",2555,1925,630,75,25
I00733,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1760,1195,565,68,32
I00733,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2320,1455,865,63,37
I00733,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",3305,2590,715,78,22
I00733,RPA,"MEDWAY NHS FOUNDATION TRUST",1900,1310,590,69,31
I00733,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1475,980,495,66,34
I00733,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",2050,1400,650,68,32
I00733,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",3005,2055,950,68,32
I00733,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1345,935,410,70,30
I00733,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3520,2345,1175,67,33
I00733,RVJ,"NORTH BRISTOL NHS TRUST",2265,1695,575,75,25
I00733,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",1875,1345,530,72,28
I00733,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1270,950,320,75,25
I00733,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",2070,1420,650,69,31
I00733,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",2885,1985,900,69,31
I00733,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1970,1385,585,70,30
I00733,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1015,660,355,65,35
I00733,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2480,1585,895,64,36
I00733,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",3170,2370,800,75,25
I00733,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4430,3385,1045,76,24
I00733,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3220,2280,940,71,29
I00733,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",3990,2650,1340,66,34
