INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00743,ENG,"ENGLAND",282723,59057,58617,58092,55329,48734,2894,20.8886,20.7330,20.5473,19.5700,17.2374,1.0236
I00743,R1F,"ISLE OF WIGHT NHS TRUST",819,43,272,352,120,*,*,5.2503,33.2112,42.9792,14.6520,*,*
I00743,R1H,"BARTS HEALTH NHS TRUST",3760,1969,873,377,273,186,82,52.3670,23.2181,10.0266,7.2606,4.9468,2.1809
I00743,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",2444,329,793,823,298,187,14,13.4615,32.4468,33.6743,12.1931,7.6514,0.5728
I00743,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1286,*,56,149,356,713,*,*,4.3546,11.5863,27.6827,55.4432,*
I00743,RA3,"WESTON AREA HEALTH NHS TRUST",1028,160,164,224,352,*,*,15.5642,15.9533,21.7899,34.2412,*,*
I00743,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",947,17,112,305,396,111,6,1.7951,11.8268,32.2070,41.8163,11.7212,0.6336
I00743,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1734,337,409,307,310,327,44,19.4348,23.5871,17.7047,17.8777,18.8581,2.5375
I00743,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1788,229,565,506,382,97,9,12.8076,31.5996,28.2998,21.3647,5.4251,0.5034
I00743,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1787,854,395,282,156,88,12,47.7896,22.1041,15.7806,8.7297,4.9245,0.6715
I00743,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2239,*,408,498,484,540,*,*,18.2224,22.2421,21.6168,24.1179,*
I00743,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2806,312,535,812,755,346,46,11.1190,19.0663,28.9380,26.9066,12.3307,1.6393
I00743,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1343,561,375,175,148,67,17,41.7722,27.9226,13.0305,11.0201,4.9888,1.2658
I00743,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",976,80,343,249,166,129,9,8.1967,35.1434,25.5123,17.0082,13.2172,0.9221
I00743,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1201,*,135,193,364,478,*,*,11.2406,16.0699,30.3081,39.8002,*
I00743,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1705,109,436,567,340,247,6,6.3930,25.5718,33.2551,19.9413,14.4868,0.3519
I00743,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1160,109,245,435,294,*,*,9.3966,21.1207,37.5000,25.3448,*,*
I00743,RBK,"WALSALL HEALTHCARE NHS TRUST",1551,670,380,212,168,112,9,43.1979,24.5003,13.6686,10.8317,7.2211,0.5803
I00743,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2322,713,453,318,404,404,30,30.7063,19.5090,13.6951,17.3988,17.3988,1.2920
I00743,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",2220,1033,423,406,183,155,20,46.5315,19.0541,18.2883,8.2432,6.9820,0.9009
I00743,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1487,213,280,270,286,427,11,14.3241,18.8299,18.1574,19.2334,28.7155,0.7397
I00743,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1209,66,314,485,296,48,0,5.4591,25.9719,40.1158,24.4830,3.9702,0.0000
I00743,RC1,"BEDFORD HOSPITAL NHS TRUST",1183,*,279,201,258,350,*,*,23.5841,16.9907,21.8090,29.5858,*
I00743,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1662,*,418,358,320,354,*,*,25.1504,21.5403,19.2539,21.2996,*
I00743,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3193,*,541,733,768,769,*,*,16.9433,22.9565,24.0526,24.0839,*
I00743,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",892,*,*,179,260,377,*,*,*,20.0673,29.1480,42.2646,*
I00743,RCF,"AIREDALE NHS FOUNDATION TRUST",1001,156,*,226,306,203,*,15.5844,*,22.5774,30.5694,20.2797,*
I00743,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1574,181,551,524,272,*,*,11.4994,35.0064,33.2910,17.2808,*,*
I00743,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",1980,*,239,461,573,651,*,*,12.0707,23.2828,28.9394,32.8788,*
I00743,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1539,*,229,442,423,367,*,*,14.8798,28.7199,27.4854,23.8467,*
I00743,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1197,133,163,160,268,461,12,11.1111,13.6174,13.3668,22.3893,38.5129,1.0025
I00743,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2075,340,512,419,386,406,12,16.3855,24.6747,20.1928,18.6024,19.5663,0.5783
I00743,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",2232,*,510,640,586,259,*,*,22.8495,28.6738,26.2545,11.6039,*
I00743,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3484,90,354,632,692,1691,25,2.5832,10.1607,18.1401,19.8622,48.5362,0.7176
I00743,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",2009,184,388,429,415,563,30,9.1588,19.3131,21.3539,20.6570,28.0239,1.4933
I00743,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1169,516,286,231,68,68,0,44.1403,24.4654,19.7605,5.8169,5.8169,0.0000
