INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00742,ENG,"ENGLAND",8825694,2132787,1852473,1671959,1529394,1389884,249197,24.1657,20.9895,18.9442,17.3289,15.7482,2.8235
I00742,R1F,"ISLE OF WIGHT NHS TRUST",17398,1306,5948,6520,2703,621,300,7.5066,34.1878,37.4756,15.5363,3.5694,1.7243
I00742,R1H,"BARTS HEALTH NHS TRUST",155683,88874,33687,14777,8662,5374,4309,57.0865,21.6382,9.4917,5.5639,3.4519,2.7678
I00742,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",91789,14461,31798,26949,11380,5658,1543,15.7546,34.6425,29.3597,12.3980,6.1641,1.6810
I00742,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",45616,235,2751,6086,11579,23376,1589,0.5152,6.0308,13.3418,25.3836,51.2452,3.4834
I00742,RA3,"WESTON AREA HEALTH NHS TRUST",17464,3257,2859,3577,5358,2230,183,18.6498,16.3708,20.4821,30.6803,12.7691,1.0479
I00742,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",25540,1060,2935,7549,10286,3462,248,4.1504,11.4918,29.5576,40.2741,13.5552,0.9710
I00742,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",76425,17139,15304,13418,14465,12816,3283,22.4259,20.0249,17.5571,18.9271,16.7694,4.2957
I00742,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",47578,6866,14046,14363,9216,2699,388,14.4310,29.5220,30.1883,19.3703,5.6728,0.8155
I00742,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",74920,42508,14482,10100,4788,2747,295,56.7379,19.3300,13.4810,6.3908,3.6666,0.3938
I00742,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",53540,8872,10420,11069,10583,12049,547,16.5708,19.4621,20.6743,19.7665,22.5047,1.0217
I00742,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",91508,12504,21197,25388,20420,9637,2362,13.6644,23.1641,27.7440,22.3150,10.5313,2.5812
I00742,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",48782,25305,13756,4850,2581,1261,1029,51.8736,28.1989,9.9422,5.2909,2.5850,2.1094
I00742,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",40935,4557,16948,9497,5180,3826,927,11.1323,41.4022,23.2002,12.6542,9.3465,2.2646
