INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0.9418,2,63525,2040,2165,0.9349,1.0682,0.8858,1.1289
I00699,RCF,AIREDALE NHS FOUNDATION TRUST,0.8963,2,33300,975,1090,0.909,1.0972,0.8796,1.1369
I00699,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1.0085,2,43445,1670,1655,0.9258,1.0783,0.8838,1.1315
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0.9824,2,84475,2905,2955,0.9441,1.0582,0.8875,1.1267
I00699,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1.0078,2,46990,1580,1565,0.9237,1.0806,0.8833,1.1321
I00699,R1H,BARTS HEALTH NHS TRUST,0.9072,2,175375,3635,4005,0.9519,1.0498,0.8888,1.1251
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.0118,2,79355,2100,2075,0.9336,1.0697,0.8855,1.1293
I00699,RC1,BEDFORD HOSPITAL NHS TRUST,1.1213,2,36610,1275,1135,0.9108,1.0952,0.8801,1.1363
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1.1288,2,54550,2325,2060,0.9333,1.07,0.8854,1.1294
I00699,RMC,BOLTON NHS FOUNDATION TRUST,1.1661,1,60760,1745,1495,0.922,1.0825,0.8829,1.1326
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,0.9241,2,97575,1860,2015,0.9325,1.0708,0.8853,1.1296
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,0.9906,2,69285,2315,2335,0.9373,1.0656,0.8863,1.1283
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,0.9845,2,64670,1570,1595,0.9244,1.0798,0.8835,1.1319
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,0.9969,2,71120,2270,2275,0.9365,1.0665,0.8861,1.1285
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.8405,3,76485,2140,2550,0.9399,1.0627,0.8868,1.1277
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,0.7483,3,95885,1555,2080,0.9336,1.0696,0.8855,1.1293
I00699,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1.0057,2,51640,1790,1780,0.9283,1.0755,0.8844,1.1307
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1.079,2,48155,1490,1380,0.9189,1.086,0.8822,1.1336
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1.1159,2,82305,2960,2650,0.9411,1.0615,0.887,1.1274
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,0.9153,2,37115,1265,1380,0.9189,1.086,0.8822,1.1336
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1.0627,2,57100,1490,1405,0.9195,1.0853,0.8823,1.1334
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1.0792,2,73655,2720,2520,0.9396,1.0631,0.8867,1.1278
