INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,R1F,ISLE OF WIGHT NHS TRUST,18097,0,357,357,0,2,2
I00720,R1H,BARTS HEALTH NHS TRUST,161091,414,998,1069,0.3,0.6,0.7
I00720,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,98977,0,908,908,0,0.9,0.9
I00720,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,50154,8,426,431,0,0.8,0.9
I00720,RA3,WESTON AREA HEALTH NHS TRUST,19243,0,439,439,0,2.3,2.3
I00720,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,23706,0,407,407,0,1.7,1.7
I00720,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,73461,43,671,692,0.1,0.9,0.9
I00720,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,38857,2,544,545,0,1.4,1.4
I00720,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,77407,0,551,551,0,0.7,0.7
I00720,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,53262,123,667,708,0.2,1.3,1.3
I00720,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,97870,0,1228,1228,0,1.3,1.3
I00720,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,42916,0,604,604,0,1.4,1.4
I00720,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,39581,0,427,427,0,1.1,1.1
I00720,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,46839,0,577,577,0,1.2,1.2
I00720,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,50735,0,362,362,0,0.7,0.7
I00720,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,28917,0,299,299,0,1,1
I00720,RBK,WALSALL HEALTHCARE NHS TRUST,42621,0,761,761,0,1.8,1.8
I00720,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,66543,0,1003,1003,0,1.5,1.5
