INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,Q_1_NUMERATOR,Q_2_NUMERATOR,Q_3_NUMERATOR,Q_4_NUMERATOR,Q_5_NUMERATOR,NULL_NUMERATOR,Q_1_RATE,Q_2_RATE,Q_3_RATE,Q_4_RATE,Q_5_RATE,NULL_RATE
I00743,R1F,ISLE OF WIGHT NHS TRUST,930,*,266,416,142,52,*,*,28.60215054,44.7311828,15.2688172,5.591397849,*
I00743,R1H,BARTS HEALTH NHS TRUST,3600,1931,775,336,271,179,108,53.63888889,21.52777778,9.333333333,7.527777778,4.972222222,3
I00743,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1310,*,60,150,346,742,*,*,4.580152672,11.45038168,26.41221374,56.64122137,*
I00743,RA3,WESTON AREA HEALTH NHS TRUST,979,178,127,208,340,*,*,18.18181818,12.97242084,21.24616956,34.72931563,*,*
I00743,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,926,24,76,280,433,104,9,2.591792657,8.207343413,30.23758099,46.76025918,11.23110151,0.971922246
I00743,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1572,331,321,265,302,324,29,21.05597964,20.41984733,16.85750636,19.21119593,20.61068702,1.844783715
I00743,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,1596,176,486,473,373,79,9,11.02756892,30.45112782,29.63659148,23.37092732,4.949874687,0.563909774
I00743,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1870,859,394,325,159,93,40,45.93582888,21.06951872,17.37967914,8.502673797,4.973262032,2.139037433
I00743,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2096,305,411,447,421,497,15,14.55152672,19.60877863,21.32633588,20.08587786,23.71183206,0.715648855
I00743,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,1195,232,273,317,256,88,29,19.41422594,22.84518828,26.52719665,21.42259414,7.364016736,2.426778243
I00743,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,811,421,196,104,43,27,20,51.91122072,24.1676942,12.82367448,5.302096178,3.329223181,2.466091245
I00743,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,1000,76,354,249,171,138,12,7.6,35.4,24.9,17.1,13.8,1.2
I00743,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1303,45,136,187,407,508,20,3.453568688,10.43745203,14.35149655,31.23561013,38.98695318,1.534919417
I00743,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,1590,118,377,565,302,219,9,7.421383648,23.71069182,35.53459119,18.99371069,13.77358491,0.566037736
I00743,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1066,103,202,414,277,*,*,9.662288931,18.94934334,38.83677298,25.98499062,*,*
I00743,RBK,WALSALL HEALTHCARE NHS TRUST,1480,658,347,203,161,94,17,44.45945946,23.44594595,13.71621622,10.87837838,6.351351351,1.148648649
I00743,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2204,707,376,335,366,382,38,32.07803993,17.05989111,15.19963702,16.6061706,17.33212341,1.724137931
I00743,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,2157,1044,396,348,195,151,23,48.40055633,18.35883171,16.13351878,9.040333797,7.000463607,1.066295781
I00743,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1433,199,289,245,254,433,13,13.88695045,20.16748081,17.0969993,17.72505234,30.21632938,0.907187718
I00743,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1337,63,329,504,353,81,7,4.712041885,24.60732984,37.69633508,26.40239342,6.058339566,0.523560209
I00743,RC1,BEDFORD HOSPITAL NHS TRUST,1184,*,262,183,272,389,*,*,22.12837838,15.45608108,22.97297297,32.85472973,*
I00743,RC3,EALING HOSPITAL NHS TRUST,662,159,233,205,40,15,10,24.01812689,35.19637462,30.96676737,6.042296073,2.265861027,1.510574018
