INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01965,ENG,"ENGLAND",4.3577,19
I01965,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.5709,18
I01965,RCF,"AIREDALE NHS FOUNDATION TRUST",4.1734,13
I01965,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",3.5691,11
I01965,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",5.0728,13
I01965,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",3.6310,19
I01965,R1H,"BARTS HEALTH NHS TRUST",5.3437,19
I01965,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.1787,19
I01965,RC1,"BEDFORD HOSPITAL NHS TRUST",4.0456,19
I01965,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",5.7229,13
I01965,RMC,"BOLTON NHS FOUNDATION TRUST",4.7888,19
I01965,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",3.9606,19
I01965,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",4.3018,19
I01965,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",4.3514,19
I01965,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.6681,19
I01965,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.2442,19
I01965,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",3.9079,19
I01965,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",4.1802,19
I01965,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",3.5664,19
I01965,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",2.8909,16
I01965,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3.2758,13
I01965,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",3.6604,15
I01965,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",2.3449,15
I01965,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",4.3808,19
I01965,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.5831,14
I01965,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",3.2480,19
I01965,RJN,"EAST CHESHIRE NHS TRUST",4.5645,12
I01965,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",3.3907,19
I01965,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",5.2230,13
I01965,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",4.3989,19
I01965,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",4.6321,19
