INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00732,R1F,ISLE OF WIGHT NHS TRUST,894,15671,5.7048
I00732,R1H,BARTS HEALTH NHS TRUST,3524,143902,2.4489
I00732,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1203,30422,3.9544
I00732,RA3,WESTON AREA HEALTH NHS TRUST,952,14964,6.3619
I00732,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,904,20855,4.3347
I00732,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1571,55829,2.8139
I00732,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,1537,33215,4.6274
I00732,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1786,62575,2.8542
I00732,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2076,41779,4.969
I00732,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,1082,29771,3.6344
I00732,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,817,27257,2.9974
I00732,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,973,35394,2.7491
I00732,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1304,42668,3.0562
I00732,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,1524,43058,3.5394
I00732,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1021,23722,4.304
I00732,RBK,WALSALL HEALTHCARE NHS TRUST,1436,38598,3.7204
I00732,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2186,55375,3.9476
I00732,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,2113,59038,3.5791
I00732,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1420,32504,4.3687
I00732,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1288,25853,4.982
I00732,RC1,BEDFORD HOSPITAL NHS TRUST,1150,24606,4.6737
I00732,RC3,EALING HOSPITAL NHS TRUST,646,26943,2.3977
I00732,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1513,52664,2.8729
I00732,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2970,65602,4.5273
I00732,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,825,19207,4.2953
I00732,RCF,AIREDALE NHS FOUNDATION TRUST,992,28034,3.5386
I00732,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1542,32708,4.7144
I00732,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,1900,35410,5.3657
I00732,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1492,46632,3.1995
I00732,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,1403,44790,3.1324
I00732,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,1148,37852,3.0329
I00732,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1901,43841,4.3361
I00732,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,2148,43859,4.8975
I00732,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,1575,45241,3.4814
I00732,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,2001,33106,6.0442
I00732,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,973,20726,4.6946
I00732,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2065,55094,3.7481
I00732,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1900,31999,5.9377
I00732,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3029,70717,4.2833
I00732,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1427,37969,3.7583
I00732,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1428,32950,4.3338
I00732,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1693,41542,4.0754
